V1	V2	V3	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me1_FC	H3K4me3_FC	RNA_FC	padj
chr2	157505900	157507900	Src	2	3	8	7	8	4	1.5	-1.14285714285714	-2	1.31908069261983	9.0431343422013e-14
chr2	157510700	157512700	Blcap	4	8	7	8	4	3	2	1.14285714285714	-1.33333333333333	-1.14499954074752	5.79396742532086e-05
chr2	157517100	157519100	Blcap	6	4	10	8	7	7	-1.5	-1.25	1	-1.14499954074752	5.79396742532086e-05
chr2	157519300	157521300	Blcap	4	9	10	12	6	8	2.25	1.2	1.33333333333333	-1.14499954074752	5.79396742532086e-05
chr2	157529600	157533600	Blcap	10	11	16	12	10	5	1.1	-1.33333333333333	-2	-1.14499954074752	5.79396742532086e-05
chr2	157536200	157538200	Blcap	4	6	2	3	2	6	1.5	1.5	3	-1.14499954074752	5.79396742532086e-05
chr2	157539600	157542969	Blcap	4	9	10	9	9	11	2.25	-1.11111111111111	1.22222222222222	-1.14499954074752	5.79396742532086e-05
chr2	157551600	157553600	Blcap	4	11	17	20	8	8	2.75	1.17647058823529	1	-1.14499954074752	5.79396742532086e-05
chr2	157635200	157637200	Blcap	5	9	10	8	13	10	1.8	-1.25	-1.3	-1.14499954074752	5.79396742532086e-05
chr2	157658900	157660900	Ctnnbl1	4	6	6	7	2	2	1.5	1.16666666666667	1	1.0478288499146	0.246102932687854
chr2	157704600	157706600	Ctnnbl1	4	3	3	4	6	2	-1.33333333333333	1.33333333333333	-3	1.0478288499146	0.246102932687854
chr2	158159400	158163500	Tgm2	15	17	20	18	13	12	1.13333333333333	-1.11111111111111	-1.08333333333333	1.86935184905906	4.20112942190194e-27
chr2	158166400	158169600	Tgm2	7	13	19	28	13	10	1.85714285714286	1.47368421052632	-1.3	1.86935184905906	4.20112942190194e-27
chr2	160921000	160923000	Emilin3	9	8	16	17	6	12	-1.125	1.0625	2	-1.05981893733238	0.959626050734403
chr2	160931600	160933600	Emilin3	3	5	4	10	9	3	1.66666666666667	2.5	-3	-1.05981893733238	0.959626050734403
chr2	162899600	162901600	Srsf6	3	5	3	8	7	10	1.66666666666667	2.66666666666667	1.42857142857143	-1.03509313549843	0.187348377030912
chr2	163099100	163101100	Mybl2	2	8	3	9	5	3	4	3	-1.66666666666667	-2.92028616947761	1.81319647665423e-72
chr2	163331900	163333900	Tox2	8	17	10	15	12	13	2.125	1.5	1.08333333333333	3.54205849214309	0.442757342077948
chr2	163594200	163597600	Ttpal	9	13	15	29	17	15	1.44444444444444	1.93333333333333	-1.13333333333333	-1.14975438916524	0.00428618504679612
chr2	165242000	165244000	Cdh22	5	3	4	6	4	4	-1.66666666666667	1.5	1	1.42257831285779	0.00669415107041939
chr2	165263000	165265000	Slc35c2	6	7	8	8	8	2	1.16666666666667	1	-4	2.01400355532736	2.6387087613813e-58
chr2	165498500	165500500	Slc2a10	3	8	8	16	7	5	2.66666666666667	2	-1.4	2.0827373803056	1.43590311546622e-95
chr2	165566200	165568200	Eya2	5	7	19	6	14	3	1.4	-3.16666666666667	-4.66666666666667	11.7230802293037	0.000122400890583386
chr2	165904000	165906000	Zmynd8	6	16	14	11	5	7	2.66666666666667	-1.27272727272727	1.4	1.15323147357896	2.44963892063349e-07
chr2	165913800	165915800	Zmynd8	10	19	7	20	5	5	1.9	2.85714285714286	1	1.15323147357896	2.44963892063349e-07
chr2	165967400	165969800	Ncoa3	6	19	10	24	14	7	3.16666666666667	2.4	-2	1.03447353765119	0.540825937720229
chr2	166162000	166164000	Sulf2	12	20	15	17	11	7	1.66666666666667	1.13333333333333	-1.57142857142857	-2.5462240586701	1.29446463312084e-78
chr2	166168000	166171200	Sulf2	14	17	21	25	6	7	1.21428571428571	1.19047619047619	1.16666666666667	-2.5462240586701	1.29446463312084e-78
chr2	166174700	166176700	Sulf2	6	12	15	13	6	3	2	-1.15384615384615	-2	-2.5462240586701	1.29446463312084e-78
chr2	166178200	166182600	Sulf2	20	36	29	34	13	9	1.8	1.17241379310345	-1.44444444444444	-2.5462240586701	1.29446463312084e-78
chr2	166185798	166187798	Sulf2	4	12	10	14	9	4	3	1.4	-2.25	-2.5462240586701	1.29446463312084e-78
chr2	166202900	166204900	Sulf2	6	11	9	15	9	2	1.83333333333333	1.66666666666667	-4.5	-2.5462240586701	1.29446463312084e-78
chr2	166544800	166546800	Prex1	2	5	6	1	4	6	2.5	-6	1.5	817.303112720434	1.02012031784276e-99
chr2	166733900	166737100	Prex1	10	26	17	28	32	15	2.6	1.64705882352941	-2.13333333333333	817.303112720434	1.02012031784276e-99
chr2	167249400	167253000	Ptgis	28	39	37	35	14	10	1.39285714285714	-1.05714285714286	-1.4	3.90417537859871	2.39712354826783e-66
chr2	167253700	167255700	Ptgis	9	27	15	26	6	6	3	1.73333333333333	1	3.90417537859871	2.39712354826783e-66
chr2	167260600	167262600	Ptgis	10	22	27	24	9	4	2.2	-1.125	-2.25	3.90417537859871	2.39712354826783e-66
chr2	167262700	167264700	Ptgis	20	37	14	27	5	3	1.85	1.92857142857143	-1.66666666666667	3.90417537859871	2.39712354826783e-66
chr2	167267100	167269100	Ptgis	10	21	12	21	10	13	2.1	1.75	1.3	3.90417537859871	2.39712354826783e-66
chr2	167292000	167294400	B4galt5	21	10	11	16	16	6	-2.1	1.45454545454545	-2.66666666666667	1.11903237186819	0.00123494386560738
chr2	167372300	167374300	B4galt5	7	18	11	12	9	7	2.57142857142857	1.09090909090909	-1.28571428571429	1.11903237186819	0.00123494386560738
chr2	167382800	167384800	B4galt5	5	15	7	14	6	6	3	2	1	1.11903237186819	0.00123494386560738
chr2	167818100	167822000	Ptpn1	8	20	24	33	16	11	2.5	1.375	-1.45454545454545	1.19753649098586	0.00183782159170629
chr2	167823200	167825800	Ptpn1	12	14	12	20	16	7	1.16666666666667	1.66666666666667	-2.28571428571429	1.19753649098586	0.00183782159170629
chr2	167838300	167840300	Ptpn1	7	11	10	19	3	2	1.57142857142857	1.9	-1.5	1.19753649098586	0.00183782159170629
chr2	167854942	167856942	Ptpn1	6	17	9	17	9	5	2.83333333333333	1.88888888888889	-1.8	1.19753649098586	0.00183782159170629
chr2	167886100	167889500	Ptpn1	11	13	15	21	8	5	1.18181818181818	1.4	-1.6	1.19753649098586	0.00183782159170629
chr2	168024600	168027400	Ripor3	6	17	9	20	19	9	2.83333333333333	2.22222222222222	-2.11111111111111	4.31847911943187	1.3830412632182e-57
chr2	168036200	168038200	Ripor3	4	6	10	11	9	14	1.5	1.1	1.55555555555556	4.31847911943187	1.3830412632182e-57
chr2	168044400	168046800	Ripor3	5	11	9	17	9	5	2.2	1.88888888888889	-1.8	4.31847911943187	1.3830412632182e-57
chr2	168047300	168049300	Pard6b	5	14	14	14	10	10	2.8	1	1	-8.22362502119194	0.0637215134589125
chr2	168438300	168440300	Nfatc2	1	3	3	9	7	7	3	3	1	-1.54721461644196	0.00712179622848767
chr2	168461100	168463100	Nfatc2	5	2	12	8	2	4	-2.5	-1.5	2	-1.54721461644196	0.00712179622848767
chr2	168610100	168612100	Nfatc2	5	11	14	10	5	4	2.2	-1.4	-1.25	-1.54721461644196	0.00712179622848767
chr2	168613400	168615800	Nfatc2	5	18	15	15	9	8	3.6	1	-1.125	-1.54721461644196	0.00712179622848767
chr2	168859900	168861900	Zfp64	3	11	12	10	4	10	3.66666666666667	-1.2	2.5	-1.04324819040544	0.46739111808297
chr2	168870900	168872900	Zfp64	2	6	5	11	10	7	3	2.2	-1.42857142857143	-1.04324819040544	0.46739111808297
chr2	170151200	170153200	Zfp217	13	21	13	15	17	12	1.61538461538462	1.15384615384615	-1.41666666666667	-1.29774875721612	2.44984232261525e-05
chr2	170158800	170160800	Zfp217	1	17	11	15	11	14	17	1.36363636363636	1.27272727272727	-1.29774875721612	2.44984232261525e-05
chr2	170168500	170170500	Zfp217	10	11	14	24	8	13	1.1	1.71428571428571	1.625	-1.29774875721612	2.44984232261525e-05
chr2	170173400	170176200	Zfp217	12	21	26	25	9	12	1.75	-1.04	1.33333333333333	-1.29774875721612	2.44984232261525e-05
chr2	170176400	170178400	Zfp217	4	11	6	7	8	3	2.75	1.16666666666667	-2.66666666666667	-1.29774875721612	2.44984232261525e-05
chr2	170200700	170203600	Zfp217	10	19	16	25	16	12	1.9	1.5625	-1.33333333333333	-1.29774875721612	2.44984232261525e-05
chr2	170205500	170207500	Zfp217	2	11	11	9	10	5	5.5	-1.22222222222222	-2	-1.29774875721612	2.44984232261525e-05
chr2	172681500	172683500	Tfap2c	2	2	3	3	5	2	1	1	-2.5	-1.5796327255354	0.834342774372391
chr2	172726300	172730300	Tfap2c	15	6	6	9	12	10	-2.5	1.5	-1.2	-1.5796327255354	0.834342774372391
chr2	172738300	172741400	Tfap2c	5	5	3	4	6	6	1	1.33333333333333	1	-1.5796327255354	0.834342774372391
chr2	173342100	173344100	Pmepa1	5	9	10	21	5	9	1.8	2.1	1.8	-1.65220637490019	1.24272952147488e-16
chr2	173377100	173379100	Pmepa1	8	11	10	12	4	4	1.375	1.2	1	-1.65220637490019	1.24272952147488e-16
chr2	173976000	173979200	Stx16	4	7	6	3	11	8	1.75	-2	-1.375	-1.35774395105031	2.70249825298912e-17
chr2	174010800	174012800	Stx16	5	6	3	4	8	5	1.2	1.33333333333333	-1.6	-1.35774395105031	2.70249825298912e-17
chr2	174017100	174019100	Stx16	4	5	4	4	4	5	1.25	1	1.25	-1.35774395105031	2.70249825298912e-17
chr2	174020300	174023400	Stx16	10	4	9	14	11	3	-2.5	1.55555555555556	-3.66666666666667	-1.35774395105031	2.70249825298912e-17
chr2	178493300	178495300	Cdh26	6	6	2	8	3	5	1	4	1.66666666666667	-4.03084497318663	1.79953550658525e-29
chr2	178497500	178499500	Cdh26	5	9	13	10	8	1	1.8	-1.3	-8	-4.03084497318663	1.79953550658525e-29
chr2	178556900	178558900	Cdh26	6	2	6	11	10	5	-3	1.83333333333333	-2	-4.03084497318663	1.79953550658525e-29
chr2	178593100	178595100	Cdh26	6	9	5	12	4	7	1.5	2.4	1.75	-4.03084497318663	1.79953550658525e-29
chr2	178840400	178843200	Cdh26	4	4	2	2	5	3	1	1	-1.66666666666667	-4.03084497318663	1.79953550658525e-29
chr2	178926300	178928300	Cdh26	3	3	1	2	3	1	1	2	-3	-4.03084497318663	1.79953550658525e-29
chr2	180568200	180570200	Mrgbp	3	7	7	7	9	3	2.33333333333333	1	-3	-1.01688958630023	0.794457484101627
chr2	181248900	181250900	Gmeb2	3	6	6	9	5	3	2	1.5	-1.66666666666667	1.1697342429997	0.000266241919963161
chr2	181470600	181472600	Zbtb46	5	18	15	15	18	9	3.6	1	-2	1.24734980159105	0.000258349187018073
chr2	181485200	181489200	Abhd16b	11	13	22	25	16	16	1.18181818181818	1.13636363636364	1	1.85288030028666	0.232094236801118
chr3	7448200	7450200	Pkia	5	8	8	12	8	12	1.6	1.5	1.5	2.4083555631795	0.410982513376478
chr3	8683900	8686800	Hey1	5	10	4	12	13	5	2	3	-2.6	1.34058465407707	0.664627906022612
chr3	8721100	8723100	Hey1	6	3	6	9	6	4	-2	1.5	-1.5	1.34058465407707	0.664627906022612
chr3	8760600	8764000	Hey1	7	13	11	10	7	12	1.85714285714286	-1.1	1.71428571428571	1.34058465407707	0.664627906022612
chr3	8767300	8769300	Hey1	1	10	8	6	1	3	10	-1.33333333333333	3	1.34058465407707	0.664627906022612
chr3	9643000	9645000	Zfp704	7	7	9	19	6	8	1	2.11111111111111	1.33333333333333	-1.04562492403194	0.329199074414463
chr3	9646200	9649600	Zfp704	10	8	8	14	7	4	-1.25	1.75	-1.75	-1.04562492403194	0.329199074414463
chr3	9665300	9667300	Pag1	2	6	4	5	9	4	3	1.25	-2.25	-1.19692620477615	0.0301578904531809
chr3	9884600	9888400	Pag1	7	9	5	13	7	6	1.28571428571429	2.6	-1.16666666666667	-1.19692620477615	0.0301578904531809
chr3	10685100	10687100	Snx16	2	7	2	4	6	2	3.5	2	-3	1.07865335293045	0.360702695570293
chr3	14874100	14879600	Car3	17	17	14	17	12	13	1	1.21428571428571	1.08333333333333	36.4798024702951	0
chr3	18932100	18934100	Armc1	1	5	7	5	4	3	5	-1.4	-1.33333333333333	-1.01953640377439	0.693884005081499
chr3	27724900	27726900	Fndc3b	4	5	13	10	1	6	1.25	-1.3	6	1.52212979742274	6.19720782203548e-63
chr3	27727800	27729800	Fndc3b	4	8	10	12	4	3	2	1.2	-1.33333333333333	1.52212979742274	6.19720782203548e-63
chr3	27758200	27760200	Fndc3b	9	9	9	24	10	5	1	2.66666666666667	-2	1.52212979742274	6.19720782203548e-63
chr3	27765700	27767700	Fndc3b	4	15	8	10	11	8	3.75	1.25	-1.375	1.52212979742274	6.19720782203548e-63
chr3	28224100	28226100	Tnik	5	5	2	3	5	4	1	1.5	-1.25	6.6823182439522	0.000442363744160124
chr3	33987900	33991700	Fxr1	7	13	16	14	14	14	1.85714285714286	-1.14285714285714	1	1.11931900019642	5.9012198480295e-08
chr3	33992900	33994900	Fxr1	5	4	4	3	2	6	-1.25	-1.33333333333333	3	1.11931900019642	5.9012198480295e-08
chr3	36439100	36441100	Anxa5	5	8	12	12	8	5	1.6	1	-1.6	1.78499046486858	1.25277874029745e-128
chr3	36446000	36448000	Anxa5	8	8	8	12	4	3	1	1.5	-1.33333333333333	1.78499046486858	1.25277874029745e-128
chr3	37665800	37668000	Spry1	6	8	8	10	9	2	1.33333333333333	1.25	-4.5	1.35161684276986	4.30686272940087e-11
chr3	37671500	37673500	Spry1	5	3	9	11	6	4	-1.66666666666667	1.22222222222222	-1.5	1.35161684276986	4.30686272940087e-11
chr3	38697200	38699200	Fat4	6	13	8	15	6	10	2.16666666666667	1.875	1.66666666666667	-2.38968863595084	5.86578314111951e-68
chr3	41154400	41159400	Pgrmc2	11	21	13	23	13	21	1.90909090909091	1.76923076923077	1.61538461538462	1.00021799030559	0.995409250231785
chr3	41178100	41182000	Pgrmc2	8	15	9	14	5	8	1.875	1.55555555555556	1.6	1.00021799030559	0.995409250231785
chr3	49592100	49594100	Pcdh18	6	6	7	8	6	7	1	1.14285714285714	1.16666666666667	-1.33305094887946	4.45891784462571e-13
chr3	49865800	49868400	Pcdh18	5	11	13	17	5	5	2.2	1.30769230769231	1	-1.33305094887946	4.45891784462571e-13
chr3	49869000	49872100	Pcdh18	14	30	20	27	14	19	2.14285714285714	1.35	1.35714285714286	-1.33305094887946	4.45891784462571e-13
chr3	51348000	51350000	Elf2	2	5	8	11	6	7	2.5	1.375	1.16666666666667	1.14230967792698	1.35329550405278e-07
chr3	53974300	53976300	Ufm1	4	3	2	1	3	6	-1.33333333333333	-2	2	1.61341334248307	9.15479335269586e-17
chr3	54411500	54415700	Postn	24	32	27	41	10	17	1.33333333333333	1.51851851851852	1.7	-2.65245903104561	3.24478344867476e-237
chr3	54419700	54421700	Postn	7	22	15	13	6	8	3.14285714285714	-1.15384615384615	1.33333333333333	-2.65245903104561	3.24478344867476e-237
chr3	54476900	54480300	Postn	7	21	19	22	9	9	3	1.15789473684211	1	-2.65245903104561	3.24478344867476e-237
chr3	54489600	54491600	Postn	6	11	9	13	9	6	1.83333333333333	1.44444444444444	-1.5	-2.65245903104561	3.24478344867476e-237
chr3	54558500	54560500	Supt20	6	15	15	18	13	7	2.5	1.2	-1.85714285714286	-1.15567459255886	0.000169593923133116
chr3	54646000	54648000	Supt20	1	8	8	9	5	5	8	1.125	1	-1.15567459255886	0.000169593923133116
chr3	55095800	55098400	Spg20	12	36	20	17	26	14	3	-1.17647058823529	-1.85714285714286	-1.03090831513085	0.311471822592478
chr3	55571110	55573110	Dclk1	9	13	14	9	10	8	1.44444444444444	-1.55555555555556	-1.25	-2.44698647256812	1.65632655120559e-142
chr3	55585900	55590800	Dclk1	14	17	22	20	13	10	1.21428571428571	-1.1	-1.3	-2.44698647256812	1.65632655120559e-142
chr3	55599000	55602600	Dclk1	16	23	17	32	14	22	1.4375	1.88235294117647	1.57142857142857	-2.44698647256812	1.65632655120559e-142
chr3	56235000	56237000	Nbea	8	4	3	7	4	6	-2	2.33333333333333	1.5	-1.02562977348239	0.834483061000577
chr3	56355800	56358200	Nbea	5	8	5	11	9	2	1.6	2.2	-4.5	-1.02562977348239	0.834483061000577
chr3	56457200	56459200	Nbea	2	7	5	2	5	3	3.5	-2.5	-1.66666666666667	-1.02562977348239	0.834483061000577
chr3	56475400	56477400	Nbea	1	2	4	4	5	1	2	1	-5	-1.02562977348239	0.834483061000577
chr3	56485000	56487000	Nbea	2	3	2	1	4	1	1.5	-2	-4	-1.02562977348239	0.834483061000577
chr3	56697600	56699800	Nbea	1	4	10	6	5	1	4	-1.66666666666667	-5	-1.02562977348239	0.834483061000577
chr3	56843900	56845900	Tm4sf1	2	1	4	3	5	6	-2	-1.33333333333333	1.2	1.88950603003145	1.23183121268825e-34
chr3	56954600	56956600	Tm4sf1	5	1	7	1	2	6	-5	-7	3	1.88950603003145	1.23183121268825e-34
chr3	56962000	56964000	Tm4sf1	5	4	10	11	7	7	-1.25	1.1	1	1.88950603003145	1.23183121268825e-34
chr3	56980300	56982300	Tm4sf1	5	6	9	7	7	2	1.2	-1.28571428571429	-3.5	1.88950603003145	1.23183121268825e-34
chr3	57152600	57154600	Tm4sf1	6	7	6	2	9	4	1.16666666666667	-3	-2.25	1.88950603003145	1.23183121268825e-34
chr3	57444900	57446900	Tm4sf4	7	7	11	16	9	8	1	1.45454545454545	-1.125	-3.01488268667776	0.580830186395984
chr3	57911300	57913300	Pfn2	5	3	5	3	1	4	-1.66666666666667	-1.66666666666667	4	-1.24365400736948	7.35721955231694e-06
chr3	57918143	57920143	Pfn2	5	2	4	7	4	7	-2.5	1.75	1.75	-1.24365400736948	7.35721955231694e-06
chr3	57950200	57952200	Pfn2	3	5	6	10	2	7	1.66666666666667	1.66666666666667	3.5	-1.24365400736948	7.35721955231694e-06
chr3	57972500	57974500	Pfn2	5	4	5	6	7	1	-1.25	1.2	-7	-1.24365400736948	7.35721955231694e-06
chr3	58308500	58310500	Tsc22d2	5	9	14	9	1	7	1.8	-1.55555555555556	7	-1.67923916374083	8.22420745591365e-76
chr3	59450500	59452500	Igsf10	22	36	20	25	9	4	1.63636363636364	1.25	-2.25	-3.15891844460326	1.08809087489223e-76
chr3	60408400	60410400	Mbnl1	4	21	8	16	18	13	5.25	2	-1.38461538461538	1.20782343574423	1.01983616320225e-08
chr3	60412700	60414700	Mbnl1	8	14	14	9	17	3	1.75	-1.55555555555556	-5.66666666666667	1.20782343574423	1.01983616320225e-08
chr3	60817000	60819800	P2ry1	6	12	10	7	5	5	2	-1.42857142857143	1	-3.21635996769078	0.500713119482569
chr3	60825300	60827300	P2ry1	3	6	6	2	3	5	2	-3	1.66666666666667	-3.21635996769078	0.500713119482569
chr3	63182500	63184500	Mme	13	18	9	21	12	7	1.38461538461538	2.33333333333333	-1.71428571428571	1.02417928937523	0.55002480025625
chr3	65454800	65456800	Ssr3	5	12	9	8	2	4	2.4	-1.125	2	1.65566539434958	6.07494481813628e-119
chr3	65586300	65589700	Tiparp	7	11	15	14	8	7	1.57142857142857	-1.07142857142857	-1.14285714285714	1.03041854038467	0.447562937026343
chr3	66649600	66651600	Shox2	4	4	4	7	4	5	1	1.75	1.25	-1.37214883343399	4.38113075222337e-09
chr3	68718700	68720700	Il12a	3	4	9	5	2	5	1.33333333333333	-1.8	2.5	1.46998025430442	0.00710486597075271
chr3	78878900	78880900	Rapgef2	2	4	4	7	4	3	2	1.75	-1.33333333333333	-1.46239307274054	3.12214792007159e-24
chr3	81017000	81019000	Pdgfc	4	5	5	11	6	4	1.25	2.2	-1.5	-1.25624898185433	3.41554690743448e-14
chr3	81242200	81244200	Pdgfc	4	10	6	12	4	6	2.5	2	1.5	-1.25624898185433	3.41554690743448e-14
chr3	81376900	81378900	Pdgfc	13	20	13	23	8	11	1.53846153846154	1.76923076923077	1.375	-1.25624898185433	3.41554690743448e-14
chr3	81909300	81912100	Ctso	4	7	11	9	8	5	1.75	-1.22222222222222	-1.6	-1.98552195223961	5.89799458698632e-40
chr3	82405800	82407800	Map9	5	4	4	4	8	3	-1.25	1	-2.66666666666667	-1.55943103371149	1.52793946247617e-05
chr3	84429600	84431600	Fhdc1	5	2	7	13	2	4	-2.5	1.85714285714286	2	-2.04901999054003	0.00281657698978196
chr3	86935300	86937300	Dclk2	5	4	7	12	7	4	-1.25	1.71428571428571	-1.75	-1.19599486972241	0.0288704501316411
chr3	87892800	87894800	Prcc	4	9	10	9	9	7	2.25	-1.11111111111111	-1.28571428571429	1.09778689195204	0.0210002764335611
chr3	89510900	89512900	Kcnn3	10	2	6	3	7	4	-5	-2	-1.75	-2.90870963749933	0.645987519160582
chr3	89687300	89690400	Adar	8	8	5	15	14	5	1	3	-2.8	-1.5156757829451	1.08459944296154e-10
chr3	89695900	89697900	Adar	4	5	5	3	8	2	1.25	-1.66666666666667	-4	-1.5156757829451	1.08459944296154e-10
chr3	94610300	94612300	Tuft1	6	9	8	17	7	7	1.5	2.125	1	1.18874666111442	0.853776218469167
chr3	95635100	95637100	Ensa	4	4	4	5	2	3	1	1.25	1.5	1.05328589864046	0.0252192279812238
chr3	95692400	95697000	Adamtsl4	15	32	32	35	19	15	2.13333333333333	1.09375	-1.26666666666667	-3.31530292670365	2.33396499878069e-103
chr3	95952100	95954100	Anp32e	6	19	6	13	13	7	3.16666666666667	2.16666666666667	-1.85714285714286	-1.62610451991341	2.67214245268553e-33
chr3	95956600	95959200	Anp32e	4	14	14	7	8	9	3.5	-2	1.125	-1.62610451991341	2.67214245268553e-33
chr3	97310800	97313500	Bcl9	10	11	12	20	11	12	1.1	1.66666666666667	1.09090909090909	-1.33843181886035	7.75513277363071e-08
chr3	99109300	99111300	Wars2	10	12	13	12	13	8	1.2	-1.08333333333333	-1.625	1.22981804358908	0.000129348360864939
chr3	101129000	101131000	Ptgfrn	6	12	10	19	8	7	2	1.9	-1.14285714285714	2.53220104611661	2.25534846783643e-103
chr3	101348600	101351400	Igsf3	2	10	9	13	7	9	5	1.44444444444444	1.28571428571429	-1.65481472678251	2.84588289493647e-59
chr3	101466700	101468700	Igsf3	5	3	5	7	3	4	-1.66666666666667	1.4	1.33333333333333	-1.65481472678251	2.84588289493647e-59
chr3	101506000	101508800	Atp1a1	6	8	5	5	7	5	1.33333333333333	1	-1.4	1.81323764507179	1.17237768312724e-150
chr3	101708600	101710600	Atp1a1	2	7	7	8	8	3	3.5	1.14285714285714	-2.66666666666667	1.81323764507179	1.17237768312724e-150
chr3	101720400	101722400	Mab21l3	2	3	5	3	7	4	1.5	-1.66666666666667	-1.75	-1.07409723261434	0.732768152391204
chr3	101803400	101808200	Mab21l3	9	10	6	11	14	10	1.11111111111111	1.83333333333333	-1.4	-1.07409723261434	0.732768152391204
chr3	101929000	101931000	Slc22a15	5	3	6	5	5	6	-1.66666666666667	-1.2	1.2	1.00040255684219	0.997034619096501
chr3	101958300	101960900	Slc22a15	8	17	12	13	23	16	2.125	1.08333333333333	-1.4375	1.00040255684219	0.997034619096501
chr3	101963300	101965300	Slc22a15	4	2	5	6	2	3	-2	1.2	1.5	1.00040255684219	0.997034619096501
chr3	101966100	101968100	Slc22a15	4	6	9	10	10	12	1.5	1.11111111111111	1.2	1.00040255684219	0.997034619096501
chr3	102048600	102050600	Casq2	3	4	4	2	3	4	1.33333333333333	-2	1.33333333333333	3.47506698510755	0.387515737978233
chr3	102052800	102054800	Casq2	5	14	11	14	11	12	2.8	1.27272727272727	1.09090909090909	3.47506698510755	0.387515737978233
chr3	102055800	102057800	Casq2	3	6	5	10	5	5	2	2	1	3.47506698510755	0.387515737978233
chr3	102060900	102065800	Casq2	6	18	12	21	10	6	3	1.75	-1.66666666666667	3.47506698510755	0.387515737978233
chr3	102068600	102070600	Casq2	4	5	5	5	7	4	1.25	1	-1.75	3.47506698510755	0.387515737978233
chr3	102525000	102527400	Ngf	7	18	7	23	12	12	2.57142857142857	3.28571428571429	1	-5.48304748060236	2.48337183806819e-50
chr3	102656800	102658800	Tspan2	8	9	15	12	5	4	1.125	-1.25	-1.25	-1.23571694175703	0.0857484785390346
chr3	102669400	102671400	Tspan2	8	16	17	18	6	4	2	1.05882352941176	-1.5	-1.23571694175703	0.0857484785390346
chr3	102979100	102981100	Sike1	7	5	10	8	5	5	-1.4	-1.25	1	1.52508409279036	5.34215097416032e-10
chr3	103384200	103386200	Trim33	3	7	3	6	5	2	2.33333333333333	2	-2.5	1.00335641300714	0.931996758887751
chr3	103400800	103403600	Trim33	6	12	4	14	6	6	2	3.5	1	1.00335641300714	0.931996758887751
chr3	103405300	103407300	Trim33	6	19	13	17	17	16	3.16666666666667	1.30769230769231	-1.0625	1.00335641300714	0.931996758887751
chr3	103442050	103444050	Trim33	5	9	10	1	3	4	1.8	-10	1.33333333333333	1.00335641300714	0.931996758887751
chr3	103472000	103474000	Syt6	6	14	6	15	9	10	2.33333333333333	2.5	1.11111111111111	14.2475275238649	0.0111778096280546
chr3	103716000	103718200	Olfml3	26	33	20	24	29	15	1.26923076923077	1.2	-1.93333333333333	2.18368231054716	1.97132954597433e-108
chr3	103718600	103720600	Olfml3	2	8	21	12	8	5	4	-1.75	-1.6	2.18368231054716	1.97132954597433e-108
chr3	104233000	104235000	Magi3	3	14	12	16	4	8	4.66666666666667	1.33333333333333	2	-1.40363954662901	3.83615457413897e-11
chr3	104294000	104296900	Magi3	12	23	21	17	15	9	1.91666666666667	-1.23529411764706	-1.66666666666667	-1.40363954662901	3.83615457413897e-11
chr3	104335600	104338900	Magi3	9	12	9	15	1	5	1.33333333333333	1.66666666666667	5	-1.40363954662901	3.83615457413897e-11
chr3	104539800	104543300	Lrig2	7	13	9	15	9	11	1.85714285714286	1.66666666666667	1.22222222222222	1.02277223436292	0.795846423469912
chr3	104564700	104566700	Lrig2	7	14	10	13	10	5	2	1.3	-2	1.02277223436292	0.795846423469912
chr3	104570300	104572300	Lrig2	3	6	4	8	3	5	2	2	1.66666666666667	1.02277223436292	0.795846423469912
chr3	104609000	104611000	Slc16a1	5	6	9	10	7	7	1.2	1.11111111111111	1	-1.10067708985782	0.0395807616839833
chr3	104630500	104632500	Slc16a1	8	2	4	7	4	6	-4	1.75	1.5	-1.10067708985782	0.0395807616839833
chr3	104672510	104674800	Slc16a1	8	16	12	14	10	10	2	1.16666666666667	1	-1.10067708985782	0.0395807616839833
chr3	104937300	104939300	Wnt2b	3	10	4	4	3	8	3.33333333333333	1	2.66666666666667	1.09098932844764	0.780788445500094
chr3	105695000	105697000	Ddx20	5	4	6	10	8	7	-1.25	1.66666666666667	-1.14285714285714	-1.06354020626046	0.268179789897648
chr3	107784800	107788400	Csf1	7	20	21	17	9	10	2.85714285714286	-1.23529411764706	1.11111111111111	-1.81972279393593	6.70442738668815e-36
chr3	107792700	107794700	Csf1	10	22	20	17	10	6	2.2	-1.17647058823529	-1.66666666666667	-1.81972279393593	6.70442738668815e-36
chr3	107806900	107808900	Csf1	7	6	15	20	2	6	-1.16666666666667	1.33333333333333	3	-1.81972279393593	6.70442738668815e-36
chr3	107809000	107811000	Csf1	7	9	18	20	11	8	1.28571428571429	1.11111111111111	-1.375	-1.81972279393593	6.70442738668815e-36
chr3	108068400	108071400	Ampd2	6	11	10	16	3	8	1.83333333333333	1.6	2.66666666666667	2.05532331405963	7.43577542976975e-56
chr3	108104400	108107200	Gnat2	8	13	7	9	9	7	1.625	1.28571428571429	-1.28571428571429	1.05466116401073	0.85738047440016
chr3	113998900	114000900	Col11a1	7	12	9	17	4	7	1.71428571428571	1.88888888888889	1.75	1.79325571474264	1.38258195331206e-87
