chr	promoter_starts	promoter_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr12	109717754	109719754	Mir495	8	11	1	7	1.375	7	6.75	NA	NA
chr7	101862715	101864715	Anapc15	7	10	6	4	1.42857142857143	-1.5	6.75	-0.500845482580492	2.00694842514505e-08
chr11	70504244	70506244	Tm4sf5	6	5	6	10	-1.2	1.66666666666667	6.75	-0.331477887569045	NA
chr19	58510993	58512993	Ccdc172	9	5	1	12	-1.8	12	6.75	NA	NA
chr8	47823482	47825482	Cldn22	9	5	10	3	-1.8	-3.33333333333333	6.75	NA	NA
chr11	102834849	102836849	Higd1b	9	7	7	4	-1.28571428571429	-1.75	6.75	0.38982909723421	NA
chr1	9600199	9602199	Vxn	10	8	6	3	-1.25	-2	6.75	NA	NA
chr2	25822153	25824153	Lcn9	6	3	10	8	-2	-1.25	6.75	NA	NA
chr1	183417462	183419462	Hhipl2	9	5	8	5	-1.8	-1.6	6.75	-0.436641509607566	0.687767617729101
chr17	71767473	71769473	Clip4	8	3	7	9	-2.66666666666667	1.28571428571429	6.75	0.111414909472444	0.85343333422531
chr8	119991438	119993438	Crispld2	5	4	12	6	-1.25	-2	6.75	-0.91806130395197	0.0917070455758186
chr13	3836757	3838757	Calm4	4	8	6	9	2	1.5	6.75	5.92070184076253	1.87059527097786e-07
chr18	37299799	37301799	Pcdhb3	10	4	10	3	-2.5	-3.33333333333333	6.75	0.362210096384064	0.482727941460535
chr2	122314672	122316672	Duox1	7	6	8	6	-1.16666666666667	-1.33333333333333	6.75	2.1308900619979	0.0145310841122132
chr15	73808896	73810896	Ndufb4c	6	3	10	8	-2	-1.25	6.75	0.291351594744514	1.08723567100435e-05
chr17	7370979	7372979	Ttll2	9	8	3	7	-1.125	2.33333333333333	6.75	NA	NA
chr4	48212215	48214215	Mir1958	7	10	8	2	1.42857142857143	-4	6.75	NA	NA
chr19	42279170	42281170	Mir3085	4	6	13	4	1.5	-3.25	6.75	NA	NA
chr1	191997634	191999634	Mir3473c	16	4	4	3	-4	-1.33333333333333	6.75	NA	NA
chr8	34165712	34167712	Mir6395	13	2	4	8	-6.5	2	6.75	NA	NA
chr19	5678076	5680076	Mir6987	10	8	4	5	-1.25	1.25	6.75	NA	NA
chr4	120972322	120974322	Mir7015	12	9	4	2	-1.33333333333333	-2	6.75	NA	NA
chr11	100477480	100479480	Mir7116	9	9	4	5	0	1.25	6.75	NA	NA
chr3	122540681	122542681	Mir7657	9	10	6	2	1.11111111111111	-3	6.75	NA	NA
chr8	71630106	71632106	Mir6769b	11	5	6	5	-2.2	-1.2	6.75	NA	NA
chr11	100192246	100194246	Krt9	7	13	2	5	1.85714285714286	2.5	6.75	-0.331477887569044	NA
chr6	99631376	99633376	Foxp1	6	12	6	3	2	-2	6.75	-0.958947223994531	2.10678157396381e-38
chr5	135973531	135975531	Ssc4d	10	10	1	6	0	6	6.75	-0.426933616148544	0.0298198301107277
chr3	127498350	127500350	Ank2	8	5	7	7	-1.6	0	6.75	0.247137064134166	0.00618912322450902
chr12	81332180	81334180	Slc8a3	5	13	6	3	2.6	-2	6.75	8.46042209483922	0
chr6	57978302	57980302	Vmn1r25	11	4	4	8	-2.75	2	6.75	NA	NA
chr10	127750732	127752732	Gpr182	9	5	9	4	-1.8	-2.25	6.75	0.621346590062005	0.118263748861533
chr1	22804994	22806994	Rims1	5	1	11	10	-5	-1.1	6.75	0.38982909723421	NA
chr7	19680423	19682423	Apoc2	7	7	8	5	0	-1.6	6.75	NA	NA
chr3	87999230	88001230	Bcan	4	8	8	7	2	-1.14285714285714	6.75	3.18747646915493	4.02736470145202e-13
chr14	46389669	46391669	Bmp4	6	11	7	3	1.83333333333333	-2.33333333333333	6.75	0.534376417805081	1.20162217529737e-12
chr2	84774444	84776444	Serping1	9	8	5	5	-1.125	0	6.75	3.11031132001273	0.0144924346394636
chr17	57227136	57229136	C3	4	3	14	6	-1.33333333333333	-2.33333333333333	6.75	-0.195751572090838	0.845226241869957
chr12	90737438	90739438	Dio2	6	5	7	9	-1.2	1.28571428571429	6.75	-0.331489589569202	NA
chr9	20958888	20960888	Dnmt1	10	7	6	4	-1.42857142857143	-1.5	6.75	-1.16040165115957	7.97214064375465e-114
chr2	7508563	7510563	Celf2	9	8	7	3	-1.125	-2.33333333333333	6.75	-1.75861036609131	3.31912842316134e-17
chr17	34881042	34883042	Cfb	11	6	7	3	-1.83333333333333	-2.33333333333333	6.75	-0.505390101264357	0.102472672087777
chr8	109578172	109580172	Hp	6	6	7	8	0	1.14285714285714	6.75	-0.599209522372683	0.61048906157267
chr6	129677973	129679973	Klrc1	7	5	5	10	-1.4	2	6.75	NA	NA
chr6	128825252	128827252	Klrb1c	4	6	11	6	1.5	-1.83333333333333	6.75	NA	NA
chr6	66678684	66680684	Vmn1r35	11	4	8	4	-2.75	-2	6.75	NA	NA
chr6	66776130	66778130	Vmn1r38	6	9	8	4	1.5	-2	6.75	-0.165054767071002	0.889221982292492
chr17	20889651	20891651	Vmn1r231	5	3	9	10	-1.66666666666667	1.11111111111111	6.75	NA	NA
chr5	31157153	31159153	Mpv17	9	6	9	3	-1.5	-3	6.75	0.483984330677159	2.13742100032268e-33
chr4	62086342	62088342	Mup3	9	6	10	2	-1.5	-5	6.75	NA	NA
chr10	107493737	107495737	Myf6	9	5	9	4	-1.8	-2.25	6.75	-1.05296725334041	NA
chr1	66944384	66946384	Myl1	4	6	5	12	1.5	2.4	6.75	0.38984936492827	NA
chr1	86669571	86671571	Nppc	12	2	9	4	-6	-2.25	6.75	NA	NA
chr14	55523981	55525981	Nrl	2	7	13	5	3.5	-2.6	6.75	0.145729532327079	0.879559547527589
chr16	18089203	18091203	Prodh	8	7	5	7	-1.14285714285714	1.4	6.75	1.41927858566323	8.18164907483981e-05
chr11	116774507	116776507	St6galnac1	5	9	8	5	1.8	-1.6	6.75	-1.13596454227064	NA
chr19	6542032	6544032	Slc22a12	9	11	5	2	1.22222222222222	-2.5	6.75	0.38982909723421	NA
chr17	56511431	56513431	Znrf4	4	4	13	6	0	-2.16666666666667	6.75	NA	NA
chr7	126675432	126677432	Sult1a1	9	8	8	2	-1.125	-4	6.75	-1.57317390658276	0.000123974795587222
chr11	121080220	121082220	Sectm1a	11	8	4	4	-1.375	0	6.75	-0.331477887569045	NA
chr8	124438658	124440658	Pgbd5	8	9	8	2	1.125	-4	6.75	0.952124805964132	2.81794074173698e-28
chr1	156302664	156304664	Tdrd5	6	5	11	5	-1.2	-2.2	6.75	0.38982909723421	NA
chr11	98052462	98054462	Stac2	10	8	4	5	-1.25	1.25	6.75	2.91173910774889	3.14106539834615e-05
chr17	35201007	35203007	Tnf	7	6	7	7	-1.16666666666667	0	6.75	-0.331477887569045	NA
chr17	57086782	57088782	Tubb4a	6	5	12	4	-1.2	-3	6.75	NA	NA
chr17	28364222	28366222	Tulp1	17	3	4	3	-5.66666666666667	-1.33333333333333	6.75	1.94599167689307	0.0303340597336154
chr15	76119195	76121195	Eppk1	9	8	6	4	-1.125	-1.5	6.75	2.42551943689576	0.000552162435387848
chr1	174030810	174032810	Ifi205	7	8	8	4	1.14285714285714	-2	6.75	-0.192955244357074	0.910124950146702
chr5	73631526	73633526	Lrrc66	18	5	2	2	-3.6	0	6.75	0.389856350826496	0.893624878882023
chr6	124463794	124465794	Clstn3	5	11	8	3	2.2	-2.66666666666667	6.75	0.0555294154442418	0.943217228526008
chr6	128580608	128582608	A2ml1	6	8	6	7	1.33333333333333	1.16666666666667	6.75	NA	NA
chr19	7801667	7803667	Slc22a26	7	9	8	3	1.28571428571429	-2.66666666666667	6.75	NA	NA
chr11	6229143	6231143	Npc1l1	10	7	6	4	-1.42857142857143	-1.5	6.75	1.87287867105137	0.0926548719201545
chr3	145031776	145033776	Clca1	8	12	4	3	1.5	-1.33333333333333	6.75	-0.0268147613945604	0.973276448824925
chr13	67277466	67279466	Zfp458	10	1	8	8	-10	0	6.75	0.121995633168766	0.574770182443134
chr15	33686884	33688884	Tspyl5	9	7	7	4	-1.28571428571429	-1.75	6.75	-0.331477887569045	NA
chr3	46447219	46449219	Pabpc4l	4	3	9	11	-1.33333333333333	1.22222222222222	6.75	-0.562102781857645	0.455534364667634
chr7	3501624	3503624	Tarm1	11	4	9	3	-2.75	-3	6.75	-0.331477887569045	NA
chr7	81706527	81708527	Homer2	7	4	6	10	-1.75	1.66666666666667	6.75	0.375471637043217	0.000367113726692519
chr11	99421259	99423259	Krt12	13	4	4	6	-3.25	1.5	6.75	2.66997495453756	1.08017177060185e-08
chr12	11435613	11437613	Vsnl1	6	2	6	13	-3	2.16666666666667	6.75	-1.71354711086137	NA
chr4	119189011	119191011	Ermap	5	6	7	9	1.2	1.28571428571429	6.75	0.268135847980779	0.721707529699139
chr6	141855199	141857199	Slco1a4	12	7	5	3	-1.71428571428571	-1.66666666666667	6.75	-0.331484643445972	NA
chr5	115193381	115195381	Cabp1	9	3	11	4	-3	-2.75	6.75	0.832163096835882	0.00153554614505586
chr6	124635085	124637085	C1s2	11	6	6	4	-1.83333333333333	-1.5	6.75	0.613548836929524	0.426963809011589
chr6	88874044	88876044	Podxl2	10	8	3	6	-1.25	2	6.75	1.94314230198462	0.0827053164862202
chr1	72699579	72701579	Ankar	11	3	7	6	-3.66666666666667	-1.16666666666667	6.75	-2.10086113865963	0.504101105176308
chr9	14739733	14741733	Piwil4	8	7	5	7	-1.14285714285714	1.4	6.75	0.0129100838923854	0.987907216159795
chr9	65519193	65521193	Ankdd1a	10	6	7	4	-1.66666666666667	-1.75	6.75	-0.331489915173708	NA
chr8	95305585	95307585	Cngb1	6	7	12	2	1.16666666666667	-6	6.75	0.732584874795854	0.000186154509142974
chr11	61341860	61343860	Slc47a2	12	4	9	2	-3	-4.5	6.75	0.389815856508643	NA
chr2	165367729	165369729	Zfp663	5	4	13	5	-1.25	-2.6	6.75	NA	NA
chr14	61630972	61632972	Mir16-1	2	14	4	7	7	1.75	6.75	NA	NA
chr13	48536917	48538917	Mirlet7f-1	8	5	7	7	-1.6	0	6.75	NA	NA
chr6	42596692	42598692	Tcaf3	6	5	9	7	-1.2	-1.28571428571429	6.75	-1.03774374971744	0.741330074382051
chr19	39740054	39742054	Cyp2c68	5	10	6	6	2	0	6.75	NA	NA
chr6	57024324	57026324	Vmn1r7	6	5	8	8	-1.2	0	6.75	NA	NA
chr10	84552338	84554338	Platr7	5	6	12	4	1.2	-3	6.75	1.11118689288756	NA
chr19	34165053	34167053	Ankrd22	5	6	11	5	1.2	-2.2	6.75	NA	NA
chr2	157570274	157572274	Blcap	9	8	4	6	-1.125	1.5	6.75	-0.195347019665968	5.79396742532086e-05
chr1	36942666	36944666	Tmem131	6	5	13	3	-1.2	-4.33333333333333	6.75	-0.182776486325215	5.4926379251227e-06
chr6	129471779	129473779	Clec7a	10	7	7	3	-1.42857142857143	-2.33333333333333	6.75	NA	NA
chr4	25241876	25243876	Fhl5	9	7	8	3	-1.28571428571429	-2.66666666666667	6.75	5.63113789275509	5.01054016662636e-07
chr16	91925982	91927982	Donson	11	3	10	3	-3.66666666666667	-3.33333333333333	6.75	-0.864592509105912	7.9015833292888e-17
chr8	71524711	71526711	Ccdc194	8	9	6	4	1.125	-1.5	6.75	1.97918807042233	0.0397296678434727
chr18	78056395	78058395	Siglec15	7	10	5	5	1.42857142857143	0	6.75	1.81901870481204	NA
chr10	13867980	13869980	Aig1	7	6	9	5	-1.16666666666667	-1.8	6.75	-0.362810420436093	0.291435838256537
chr11	95841476	95843476	Abi3	8	8	8	3	0	-2.66666666666667	6.75	3.18393048564443	1.11627099950989e-155
chr7	130572118	130574118	Nsmce4a	10	8	7	2	-1.25	-3.5	6.75	-0.281239158130158	5.71823996095743e-09
chr12	104043443	104045443	Serpina12	9	11	4	3	1.22222222222222	-1.33333333333333	6.75	3.4786959249141	0.00794596883098485
chr12	101028056	101030056	Ccdc88c	8	3	11	5	-2.66666666666667	-2.2	6.75	2.65815835346324	6.02391215553582e-10
chr19	11603849	11605849	Ms4a6d	5	7	8	7	1.4	-1.14285714285714	6.75	0.389822341357282	NA
chr2	131858747	131860747	Erv3	10	7	7	3	-1.42857142857143	-2.33333333333333	6.75	1.11116986148538	NA
chr15	76616384	76618384	Slc39a4	7	10	7	3	1.42857142857143	-2.33333333333333	6.75	-1.03619377529599	NA
chr7	141275786	141277786	Cdhr5	6	6	9	6	0	-1.5	6.75	1.11116310560845	NA
chr2	119228906	119230906	Ppp1r14d	6	4	9	8	-1.5	-1.125	6.75	NA	NA
chr6	3721003	3723003	Mir489	3	6	14	4	2	-3.5	6.75	NA	NA
chr17	78905992	78907992	Sult6b1	6	6	11	4	0	-2.75	6.75	0.181856086158703	0.737078714335172
chr1	90152401	90154401	Iqca	7	7	11	2	0	-5.5	6.75	-1.07483986414357	NA
chr1	171652035	171654035	Slamf7	5	9	7	6	1.8	-1.16666666666667	6.75	4.54492167095775	0.000111415607356874
chr15	10557668	10559668	Ttc23l	10	3	9	5	-3.33333333333333	-1.8	6.75	-0.331484643445972	NA
chr10	14717214	14719214	Gje1	8	6	10	3	-1.33333333333333	-3.33333333333333	6.75	-0.279386160942038	0.804529422410964
chr17	56121001	56123001	Lrg1	4	6	10	7	1.5	-1.42857142857143	6.75	-0.401753443318935	NA
chr3	102734417	102736417	Tspan2os	3	3	19	2	0	-9.5	6.75	NA	NA
chr16	46119251	46121251	Cd96	6	8	4	9	1.33333333333333	2.25	6.75	0.362717656219594	0.854832364498368
chr1	150465165	150467165	Prg4	11	7	4	5	-1.57142857142857	1.25	6.75	-0.537813217485021	0.337019274602215
chr1	170926583	170928583	Fcrla	13	5	7	2	-2.6	-3.5	6.75	1.11116986148538	NA
chr5	147417601	147419601	D5Ertd605e	8	9	5	4	1.125	-1.25	6.5	1.36998596599519	0.140549456332263
chr4	147020850	147022850	Rex2	9	7	4	6	-1.28571428571429	1.5	6.5	-0.69019651196967	0.03516991070354
chr7	44249135	44251135	Snord88a	5	6	8	7	1.2	-1.14285714285714	6.5	NA	NA
chr7	44248852	44250852	Snord88c	6	5	8	7	-1.2	-1.14285714285714	6.5	-1.92862857954125	0.464566745665795
chr17	12921790	12923790	Snora20	8	9	6	3	1.125	-2	6.5	-0.357798675854017	0.873860771489324
chr4	3171083	3173083	Vmn1r2	6	3	7	10	-2	1.42857142857143	6.5	NA	NA
chr2	10517155	10519155	Mir669h	11	8	4	3	-1.375	-1.33333333333333	6.5	1.11116310560845	NA
chr10	101771692	101773692	Mir3059	8	8	1	9	0	9	6.5	NA	NA
chr11	88351773	88353773	Mir378b	4	14	2	6	3.5	3	6.5	0.38982909723421	NA
chr7	89425306	89427306	AI314278	6	9	6	5	1.5	-1.2	6.5	1.11028947406461	NA
chr11	97676060	97678060	Mir6927	10	5	7	4	-2	-1.75	6.5	NA	NA
chr15	76432214	76434214	Mir6954	13	6	5	2	-2.16666666666667	-2.5	6.5	NA	NA
chr4	137537286	137539286	Mir7018	8	10	7	1	1.25	-7	6.5	NA	NA
chr10	80277164	80279164	Mir6911	13	4	6	3	-3.25	-2	6.5	NA	NA
chr11	67098804	67100804	Mir6923	5	8	10	3	1.6	-3.33333333333333	6.5	NA	NA
chr17	27327385	27329385	Mir7216	6	4	6	10	-1.5	1.66666666666667	6.5	NA	NA
chr1	151441393	151443393	Mir7682	7	12	4	3	1.71428571428571	-1.33333333333333	6.5	NA	NA
chr8	121977024	121979024	Mir7237	10	7	6	3	-1.42857142857143	-2	6.5	NA	NA
chr16	18216879	18218879	Ccdc188	13	7	3	3	-1.85714285714286	0	6.5	2.3233116672533	0.0283978838811649
chr10	103366808	103368808	Slc6a15	12	9	2	3	-1.33333333333333	1.5	6.5	1.87965188871502	0.325473182976836
chr15	9275888	9277888	Ugt3a1	5	4	8	9	-1.25	1.125	6.5	0.274638674226631	0.664627906022612
chr19	38096071	38098071	Ffar4	2	5	7	12	2.5	1.71428571428571	6.5	0.389821305490563	NA
chr18	36297679	36299679	Igip	7	8	8	3	1.14285714285714	-2.66666666666667	6.5	0.569969420268011	6.76427017989959e-05
chr3	116561973	116563973	Lrrc39	6	4	9	7	-1.5	-1.28571428571429	6.5	0.527669868515134	0.154702464817888
chr7	45698843	45700843	Car11	8	5	9	4	-1.6	-2.25	6.5	-2.01744065574873	0.00692944515025331
chr9	44980786	44982786	Cd3d	6	5	8	7	-1.2	-1.14285714285714	6.5	-0.331489564505255	NA
chr19	43781192	43783192	Abcc2	7	5	8	6	-1.4	-1.33333333333333	6.5	-1.92261736624291	0.317428505556195
chr11	98700263	98702263	Csf3	11	6	8	1	-1.83333333333333	-8	6.5	-2.33304556799047	NA
chr1	131637306	131639306	Ctse	11	3	4	8	-3.66666666666667	2	6.5	0.389823082996772	NA
chr2	27164233	27166233	Dbh	10	6	5	5	-1.66666666666667	0	6.5	3.82207831287187	0.0201060291091634
chr10	61088331	61090331	Pcbd1	11	8	3	4	-1.375	1.33333333333333	6.5	0.389823182576969	NA
chr16	43753026	43755026	Drd3	4	9	10	3	2.25	-3.33333333333333	6.5	NA	NA
chr17	86752700	86754700	Epas1	4	7	11	4	1.75	-2.75	6.5	1.48429170926015	0.000545910118851973
chr7	51621006	51623006	Slc17a6	8	9	0	9	1.125	Inf	6.5	0.438935131614231	0.688614158100311
chr11	32282511	32284511	Hba-a1	3	7	7	9	2.33333333333333	1.28571428571429	6.5	0.38982909723421	NA
chr16	17330371	17332371	Serpind1	5	6	7	8	1.2	1.14285714285714	6.5	1.72380295662784	0.466840016408644
chr8	105517755	105519755	Hsd11b2	5	5	7	9	0	1.28571428571429	6.5	0.840806156497035	0.671603718913225
chr1	20729905	20731905	Il17a	10	6	5	5	-1.66666666666667	0	6.5	NA	NA
chr16	49799533	49801533	Cd47	3	13	8	2	4.33333333333333	-4	6.5	0.267141985888951	1.62268084573011e-08
chr5	30920431	30922431	Khk	7	4	7	8	-1.75	1.14285714285714	6.5	0.613909472908865	0.290516335817162
chr7	44214945	44216945	Klk1b5	7	5	11	3	-1.4	-3.66666666666667	6.5	NA	NA
chr10	79688020	79690020	Gzmm	12	7	2	5	-1.71428571428571	2.5	6.5	-1.18031580501657	0.0945911046627621
chr16	33793037	33795037	Muc13	12	7	2	5	-1.71428571428571	2.5	6.5	2.69193369469421	0.115789613030427
chr6	57402780	57404780	Vmn1r19	12	2	4	8	-6	2	6.5	NA	NA
chr6	113482297	113484297	Creld1	10	15	1	0	1.5	-Inf	6.5	-0.364586096868936	0.0625953589049304
chr8	70151778	70153778	Mef2b	5	3	10	8	-1.66666666666667	-1.25	6.5	2.50666248633436	0.0360894505219828
chr8	94151607	94153607	Mt3	9	4	9	4	-2.25	-2.25	6.5	NA	NA
chr11	67237029	67239029	Myh4	6	2	13	5	-3	-2.6	6.5	-2.86805703961794	0.341484255304209
chr11	4235420	4237420	Osm	12	4	7	3	-3	-2.33333333333333	6.5	NA	NA
chr6	132568809	132570809	Prh1	10	3	6	7	-3.33333333333333	1.16666666666667	6.5	NA	NA
chr4	132563067	132565067	Ptafr	8	8	4	6	0	1.5	6.5	0.582260544989653	0.544258425772615
chr4	62479053	62481053	Bspry	9	6	4	7	-1.5	1.75	6.5	0.0536123947928312	0.976679990307294
chr4	129810219	129812219	Ptp4a2	7	5	10	4	-1.4	-2.5	6.5	0.187984245030286	9.85721114527519e-06
chr10	116017213	116019213	Ptprr	5	4	9	8	-1.25	-1.125	6.5	8.47078311169377	2.04205457658398e-15
chr13	33026416	33028416	Serpinb9b	8	6	7	5	-1.33333333333333	-1.4	6.5	-0.454926114823696	0.711025945445668
chr10	23937572	23939572	Taar2	4	8	4	10	2	2.5	6.5	NA	NA
chr6	115133902	115135902	Syn2	11	3	7	5	-3.66666666666667	-1.4	6.5	2.47986738673278	0.0039068613853357
chr5	119831668	119833668	Tbx5	7	6	5	8	-1.16666666666667	1.6	6.5	NA	NA
chr19	41028275	41030275	Dntt	4	9	10	3	2.25	-3.33333333333333	6.5	-0.331477887569045	NA
chr11	102144513	102146513	Nags	8	6	8	4	-1.33333333333333	-2	6.5	NA	NA
chr2	130011349	130013349	Tgm3	3	2	11	10	-1.5	-1.1	6.5	-1.00518694260906	0.519206811719337
chr6	41301269	41303269	Try4	3	6	13	4	2	-3.25	6.5	NA	NA
chr7	100492337	100494337	Ucp2	5	9	10	2	1.8	-5	6.5	0.574804984942695	0.777825444630466
chr4	43057953	43059953	Unc13b	7	9	8	2	1.28571428571429	-4	6.5	0.0172163441766419	0.961825794463467
chr16	17979428	17981428	Vpreb2	10	4	7	5	-2.5	-1.4	6.5	NA	NA
chr15	89321720	89323720	Adm2	2	12	6	6	6	0	6.5	1.11116986148538	NA
chr16	56203313	56205313	Impg2	11	3	5	7	-3.66666666666667	1.4	6.5	0.878042604004152	0.321064825373995
chr17	36897118	36899118	Trim31	7	6	7	6	-1.16666666666667	-1.16666666666667	6.5	NA	NA
chr19	47013698	47015698	Ina	4	6	8	8	1.5	0	6.5	-1.13593796109543	NA
chr1	19102022	19104022	Tfap2d	9	5	8	4	-1.8	-2	6.5	NA	NA
chr2	25699043	25701043	Obp2a	14	3	4	5	-4.66666666666667	1.25	6.5	NA	NA
chr3	57424314	57426314	Tm4sf4	10	6	7	3	-1.66666666666667	-2.33333333333333	6.5	-1.59210186592602	0.580830186395984
chr6	121634376	121636376	A2m	8	5	8	5	-1.6	-1.6	6.5	NA	NA
chr7	43426670	43428670	Lim2	6	8	8	4	1.33333333333333	-2	6.5	NA	NA
chr7	97450323	97452323	Kctd14	10	2	6	8	-5	1.33333333333333	6.5	1.49502487109237	1.56529318231912e-61
chr8	22282441	22284441	Tpte	8	5	8	5	-1.6	-1.6	6.5	2.18292284068698	0.249002585780392
chr8	122421020	122423020	Il17c	12	7	4	3	-1.71428571428571	-1.33333333333333	6.5	0.412063033386717	0.89140726506591
chr15	57984419	57986419	Fam83a	6	5	9	6	-1.2	-1.5	6.5	-0.365351325759004	0.745598630248459
chr4	133552376	133554376	Nr0b2	6	7	4	9	1.16666666666667	2.25	6.5	NA	NA
chr1	75449436	75451436	Asic4	7	8	7	4	1.14285714285714	-1.75	6.5	0.0706447140801911	0.969403276111335
chr5	3844173	3846173	Lrrd1	5	12	3	6	2.4	2	6.5	-3.00209266580675	0.0304291485779223
chr11	116917863	116919863	Mgat5b	10	4	4	8	-2.5	2	6.5	-0.331477887569045	NA
chr1	180892108	180894108	Lefty2	4	7	12	3	1.75	-4	6.5	2.41883836941171	NA
chr8	48098092	48100092	Dctd	5	4	11	6	-1.25	-1.83333333333333	6.5	-0.692596578392084	1.08907801254364e-28
chr17	69438326	69440326	Akain1	15	2	4	5	-7.5	1.25	6.5	0.389822444525748	NA
chr3	87434773	87436773	Fcrl5	13	2	7	4	-6.5	-1.75	6.5	-0.331484643445972	NA
chr8	19122752	19124752	Defb34	6	3	10	7	-2	-1.42857142857143	6.5	NA	NA
chr1	93860306	93862306	Gal3st2	3	7	6	10	2.33333333333333	1.66666666666667	6.5	NA	NA
chr5	91986475	91988475	Odaph	10	5	8	3	-2	-2.66666666666667	6.5	-0.331489747538149	NA
chr5	123488305	123490305	Lrrc43	6	4	9	7	-1.5	-1.28571428571429	6.5	0.38982909723421	NA
chr12	109594327	109596327	Mir136	12	4	6	4	-3	-1.5	6.5	NA	NA
chr6	132908651	132910651	Tas2r125	7	5	8	6	-1.4	-1.33333333333333	6.5	NA	NA
chr2	144032059	144034059	Banf2	12	1	5	8	-12	1.6	6.5	NA	NA
chr10	80870848	80872848	Tmprss9	6	9	7	4	1.5	-1.75	6.5	-0.442806945618835	0.771168844581536
chr7	3423195	3425195	Cacng6	7	8	5	6	1.14285714285714	1.2	6.5	-1.07625041258703	NA
chr11	32285965	32287965	Hbq1b	5	5	8	8	0	0	6.5	NA	NA
chr11	67320658	67322658	Myh13	3	4	15	4	1.33333333333333	-3.75	6.5	-0.119137455265279	0.850643049004552
chr2	153973945	153975945	Bpifa6	6	8	8	4	1.33333333333333	-2	6.5	NA	NA
chr6	123228843	123230843	Clec4n	11	1	7	7	-11	0	6.5	NA	NA
chr8	121728623	121730623	Jph3	6	6	12	2	0	-6	6.5	1.49023427500982	0.00440795243792691
chr19	29409919	29411919	Pdcd1lg2	8	8	5	5	0	0	6.5	0.38982909723421	NA
chr17	48231768	48233768	Trem1	7	7	8	4	0	-2	6.5	NA	NA
chr5	136965616	136967616	Cldn15	9	7	3	7	-1.28571428571429	2.33333333333333	6.5	-1.82624117578944	0.214319828731683
chr10	79467731	79469731	Vmn2r83	6	4	6	10	-1.5	1.66666666666667	6.5	-1.33410907931387	NA
chr3	90559363	90561363	S100a2	5	6	12	3	1.2	-4	6.5	-1.03249294468801	NA
chr2	164714305	164716305	Spint5	7	4	6	9	-1.75	1.5	6.5	NA	NA
chr16	18126642	18128642	Rtn4r	2	5	8	11	2.5	1.375	6.5	2.78764202958487	0.00983819801891929
chr6	148353656	148355656	Rps4l	7	9	5	5	1.28571428571429	0	6.5	0.3898140553053	NA
chr10	82865626	82867626	Eid3	15	5	2	4	-3	2	6.5	0.2264458244999	0.798455141592511
chr17	19360949	19362949	Vmn2r99	8	3	9	6	-2.66666666666667	-1.5	6.5	0.237124663072347	0.667769247736689
chr5	31484859	31486859	Ccdc121	6	9	7	4	1.5	-1.75	6.5	NA	NA
chr13	37777400	37779400	Rreb1	7	8	9	2	1.14285714285714	-4.5	6.5	0.483487415181379	2.97410439768388e-09
chr2	35557266	35559266	Dab2ip	5	0	10	11	-Inf	1.1	6.5	1.24553112941268	4.80034572839681e-68
chr5	13790619	13792619	Speer3	7	5	4	10	-1.4	2.5	6.5	NA	NA
chr17	88667660	88669660	Gtf2a1l	8	7	6	5	-1.14285714285714	-1.2	6.5	NA	NA
chr7	43436073	43438073	Nkg7	15	6	4	1	-2.5	-4	6.5	-1.13595023977383	NA
chr15	78596047	78598047	Cyth4	8	4	6	8	-2	1.33333333333333	6.5	-1.55534575703997	0.539317966565226
chr12	109722781	109724781	Mir376a	4	8	9	5	2	-1.8	6.5	NA	NA
chr12	109716258	109718258	Mir543	7	9	6	4	1.28571428571429	-1.5	6.5	NA	NA
chr11	121145143	121147143	Tex19.1	8	4	7	7	-2	0	6.5	NA	NA
chr5	3650181	3652181	Tmbim7	10	4	2	10	-2.5	5	6.5	1.11116986148538	NA
chr12	109716085	109718085	Mir666	8	10	6	2	1.25	-3	6.5	NA	NA
chr12	109585314	109587314	Mir665	11	2	5	8	-5.5	1.6	6.5	NA	NA
chr5	137640944	137642944	Sap25	13	10	2	1	-1.3	-2	6.5	0.641389772118327	0.416545407771907
chr11	3894240	3896240	Dusp18	4	8	6	8	2	1.33333333333333	6.5	0.372298411585761	0.0450611762647047
chr2	132597195	132599195	AU019990	9	10	5	2	1.11111111111111	-2.5	6.5	-0.437062827171115	0.759135990931993
chr18	37660793	37662793	Pcdhga1	6	9	8	3	1.5	-2.66666666666667	6.5	-0.416825675817499	0.0917070455758186
chr18	37495991	37497991	Pcdhb19	0	8	7	11	Inf	1.57142857142857	6.5	0.102737202154243	0.273975242552003
chr18	37503264	37505264	Pcdhb20	4	4	10	8	0	-1.25	6.5	-0.206656165936189	0.23235016696437
chr16	96234801	96236801	B3galt5	7	8	6	5	1.14285714285714	-1.2	6.5	1.81788236357461	NA
chr10	19355533	19357533	Olig3	6	6	8	6	0	-1.33333333333333	6.5	NA	NA
chr2	76405508	76407508	Osbpl6	7	6	6	7	-1.16666666666667	1.16666666666667	6.5	-0.511967722124239	0.512561937625529
chr7	7398703	7400703	Vmn2r31	5	9	5	7	1.8	1.4	6.5	1.27667394454317	0.0782334997492076
