label	Ets1	p300	Ets1_Z	p300_Z	DIFF	DIFF_Z	DIFF_Q	Ets1_Q	p300_Q
chr9 15400000 15500000	140	71	-0.644018727182152	-0.811823509772935	-0.00294951572	0.0799481105902887	Q6	Q3	Q3
chr3 62200000 62300000	143	77	-0.60072214393171	-0.656676328209277	-0.0026846182	0.0883425412725783	Q6	Q3	Q3
chr5 70500000 70600000	138	70	-0.672883116015781	-0.837681373366879	-0.002660800558	0.0890973069071701	Q6	Q3	Q3
chr7 44500000 44600000	141	73	-0.629586532765338	-0.760107782585049	-0.00260315016	0.090924210646463	Q6	Q3	Q3
chr7 44900000 45000000	136	82	-0.701747504849409	-0.527387010239561	-0.00260315016	0.090924210646463	Q6	Q3	Q3
chr7 45200000 45300000	129	80	-0.802772865767109	-0.579102737427447	-0.00260315016	0.090924210646463	Q6	Q3	Q3
chr3 86400000 86500000	147	82	-0.542993366264453	-0.527387010239561	-0.002578279	0.0917123615835051	Q6	Q3	Q3
chr3 87300000 87400000	142	77	-0.615154338348524	-0.656676328209277	-0.002578279	0.0917123615835051	Q6	Q3	Q3
chr3 87800000 87900000	133	75	-0.745044088099852	-0.708392055397163	-0.002578279	0.0917123615835051	Q6	Q3	Q3
chr3 89100000 89200000	136	78	-0.701747504849409	-0.630818464615333	-0.002578279	0.0917123615835051	Q6	Q3	Q3
chr3 89400000 89500000	143	77	-0.60072214393171	-0.656676328209277	-0.002578279	0.0917123615835051	Q6	Q3	Q3
chr2 151000000 151100000	140	79	-0.644018727182152	-0.60496060102139	-0.00256693616	0.0920718088298224	Q6	Q3	Q3
chr5 79800000 79900000	140	77	-0.644018727182152	-0.656676328209277	-0.002476639407	0.0949332543952408	Q6	Q3	Q3
chr7 24300000 24400000	144	78	-0.586289949514895	-0.630818464615333	-0.002430646	0.0963907556466825	Q6	Q3	Q3
chr7 25800000 25900000	142	75	-0.615154338348524	-0.708392055397163	-0.002430646	0.0963907556466825	Q6	Q3	Q3
chr9 50600000 50700000	142	78	-0.615154338348524	-0.630818464615333	-0.00238968849	0.0976886725868419	Q6	Q3	Q3
chr3 20300000 20400000	143	73	-0.60072214393171	-0.760107782585049	-0.00231219461	0.100144403406676	Q6	Q3	Q3
chr3 20600000 20700000	135	76	-0.716179699266223	-0.68253419180322	-0.00231219461	0.100144403406676	Q6	Q3	Q3
chr16 31300000 31400000	134	82	-0.730611893683038	-0.527387010239561	-0.00226850767	0.101528814214113	Q6	Q3	Q3
chr7 3300000 3400000	134	79	-0.730611893683038	-0.60496060102139	-0.00226515861	0.101634943754401	Q6	Q3	Q3
chr9 13200000 13300000	128	71	-0.817205060183923	-0.811823509772935	-0.00209817204	0.106926639904437	Q6	Q3	Q3
chr9 14500000 14600000	144	77	-0.586289949514895	-0.656676328209277	-0.00209817204	0.106926639904437	Q6	Q3	Q3
chr3 6200000 6300000	147	70	-0.542993366264453	-0.837681373366879	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 6600000 6700000	140	76	-0.644018727182152	-0.68253419180322	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 6700000 6800000	135	78	-0.716179699266223	-0.630818464615333	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 6900000 7000000	136	75	-0.701747504849409	-0.708392055397163	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 7900000 8000000	134	72	-0.730611893683038	-0.785965646178992	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 8700000 8800000	139	75	-0.658450921598967	-0.708392055397163	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 8900000 9000000	147	75	-0.542993366264453	-0.708392055397163	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr3 9000000 9100000	133	72	-0.745044088099852	-0.785965646178992	-0.00208225181	0.107431141672446	Q6	Q3	Q3
chr9 38400000 38500000	146	75	-0.557425560681267	-0.708392055397163	-0.00202623049	0.10920642098601	Q6	Q3	Q3
chr9 70100000 70200000	141	76	-0.629586532765338	-0.68253419180322	-0.00192190559	0.112512409435757	Q6	Q3	Q3
chr9 71000000 71100000	127	81	-0.831637254600737	-0.553244873833504	-0.00192190559	0.112512409435757	Q6	Q3	Q3
chr9 71100000 71200000	134	79	-0.730611893683038	-0.60496060102139	-0.00192190559	0.112512409435757	Q6	Q3	Q3
chr9 71400000 71500000	129	82	-0.802772865767109	-0.527387010239561	-0.00192190559	0.112512409435757	Q6	Q3	Q3
chr9 73200000 73300000	130	82	-0.788340671350295	-0.527387010239561	-0.00192190559	0.112512409435757	Q6	Q3	Q3
chr13 96200000 96300000	142	73	-0.615154338348524	-0.760107782585049	-0.00185086224	0.114763727141611	Q6	Q3	Q3
chr9 77800000 77900000	142	77	-0.615154338348524	-0.656676328209277	-0.0018381111	0.115167802501962	Q6	Q3	Q3
chr9 78400000 78500000	132	74	-0.759476282516666	-0.734249918991106	-0.0018381111	0.115167802501962	Q6	Q3	Q3
chr9 78500000 78600000	145	75	-0.571857755098081	-0.708392055397163	-0.0018381111	0.115167802501962	Q6	Q3	Q3
chr9 78800000 78900000	146	75	-0.557425560681267	-0.708392055397163	-0.0018381111	0.115167802501962	Q6	Q3	Q3
chr9 80400000 80500000	146	74	-0.557425560681267	-0.734249918991106	-0.0018381111	0.115167802501962	Q6	Q3	Q3
chr14 106300000 106400000	135	71	-0.716179699266223	-0.811823509772935	-0.00177008284	0.117323573960324	Q6	Q3	Q3
chr9 38800000 38900000	128	72	-0.817205060183923	-0.785965646178992	-0.00175753371	0.117721247754733	Q6	Q3	Q3
chr10 82100000 82200000	141	74	-0.629586532765338	-0.734249918991106	-0.00166889797	0.120530056894975	Q6	Q3	Q3
chr9 8500000 8600000	138	79	-0.672883116015781	-0.60496060102139	-0.00157108194	0.123629783473962	Q6	Q3	Q3
chr7 63200000 63300000	140	78	-0.644018727182152	-0.630818464615333	-0.0014924171	0.126122621257092	Q6	Q3	Q3
chr9 18700000 18800000	143	72	-0.60072214393171	-0.785965646178992	-0.00144819409	0.127524019775308	Q6	Q3	Q3
chr9 19400000 19500000	138	78	-0.672883116015781	-0.630818464615333	-0.00144819409	0.127524019775308	Q6	Q3	Q3
chr9 9500000 9600000	143	72	-0.60072214393171	-0.785965646178992	-0.00143311656	0.128001816926619	Q6	Q3	Q3
chr9 11300000 11400000	144	72	-0.586289949514895	-0.785965646178992	-0.00143311656	0.128001816926619	Q6	Q3	Q3
chr9 11600000 11700000	145	77	-0.571857755098081	-0.656676328209277	-0.00143311656	0.128001816926619	Q6	Q3	Q3
chr9 12200000 12300000	145	81	-0.571857755098081	-0.553244873833504	-0.00143311656	0.128001816926619	Q6	Q3	Q3
chr9 13000000 13100000	129	71	-0.802772865767109	-0.811823509772935	-0.00143311656	0.128001816926619	Q6	Q3	Q3
chr16 19300000 19400000	131	71	-0.773908476933481	-0.811823509772935	-0.001320744838	0.131562803948991	Q6	Q3	Q3
chr9 21500000 21600000	131	81	-0.773908476933481	-0.553244873833504	-0.00124594955	0.133933018137775	Q6	Q3	Q3
chr9 21600000 21700000	141	80	-0.629586532765338	-0.579102737427447	-0.00124594955	0.133933018137775	Q6	Q3	Q3
chr9 21900000 22000000	143	82	-0.60072214393171	-0.527387010239561	-0.00124594955	0.133933018137775	Q6	Q3	Q3
chr9 22000000 22100000	134	79	-0.730611893683038	-0.60496060102139	-0.00124594955	0.133933018137775	Q6	Q3	Q3
chr9 22300000 22400000	139	70	-0.658450921598967	-0.837681373366879	-0.00124594955	0.133933018137775	Q6	Q3	Q3
chr7 35200000 35300000	130	77	-0.788340671350295	-0.656676328209277	-0.00104000262	0.140459342839174	Q6	Q3	Q3
chr7 35300000 35400000	138	80	-0.672883116015781	-0.579102737427447	-0.00104000262	0.140459342839174	Q6	Q3	Q3
chr7 35500000 35600000	130	74	-0.788340671350295	-0.734249918991106	-0.00104000262	0.140459342839174	Q6	Q3	Q3
chr10 38700000 38800000	127	74	-0.831637254600737	-0.734249918991106	-0.00100151743	0.141678913561278	Q6	Q3	Q3
chr10 44200000 44300000	130	71	-0.788340671350295	-0.811823509772935	-0.00100151743	0.141678913561278	Q6	Q3	Q3
chr5 79000000 79100000	137	79	-0.687315310432595	-0.60496060102139	-0.0009984922963	0.141774778087111	Q6	Q3	Q3
chr16 15300000 15400000	132	76	-0.759476282516666	-0.68253419180322	-0.000997293619999999	0.141812763361986	Q6	Q3	Q3
chr9 40800000 40900000	142	77	-0.615154338348524	-0.656676328209277	-0.000960979779999999	0.142963525410222	Q6	Q3	Q3
chr9 44000000 44100000	127	82	-0.831637254600737	-0.527387010239561	-0.000960979779999999	0.142963525410222	Q6	Q3	Q3
chr9 44600000 44700000	134	77	-0.730611893683038	-0.656676328209277	-0.000960979779999999	0.142963525410222	Q6	Q3	Q3
chr9 24500000 24600000	131	71	-0.773908476933481	-0.811823509772935	-0.000880327941	0.145519329903539	Q6	Q3	Q3
chr12 78400000 78500000	130	75	-0.788340671350295	-0.708392055397163	-0.000848017256	0.146543234564971	Q6	Q3	Q3
chr7 126400000 126500000	148	74	-0.528561171847638	-0.734249918991106	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr7 127100000 127200000	133	70	-0.745044088099852	-0.837681373366879	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr7 127200000 127300000	139	72	-0.658450921598967	-0.785965646178992	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr7 127700000 127800000	137	82	-0.687315310432595	-0.527387010239561	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr7 128100000 128200000	131	75	-0.773908476933481	-0.708392055397163	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr7 128400000 128500000	133	79	-0.745044088099852	-0.60496060102139	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr7 128500000 128600000	138	74	-0.672883116015781	-0.734249918991106	-0.000838376169999995	0.146848754330234	Q6	Q3	Q3
chr9 7800000 7900000	136	74	-0.701747504849409	-0.734249918991106	-0.00077870478	0.148739701995847	Q6	Q3	Q3
chr9 8000000 8100000	142	81	-0.615154338348524	-0.553244873833504	-0.00077870478	0.148739701995847	Q6	Q3	Q3
chr13 78400000 78500000	130	74	-0.788340671350295	-0.734249918991106	-0.000716233112000001	0.15071938865593	Q6	Q3	Q3
chr3 139300000 139400000	141	81	-0.629586532765338	-0.553244873833504	-0.00058365723	0.154920632410845	Q6	Q3	Q3
chr10 112000000 112100000	147	75	-0.542993366264453	-0.708392055397163	-0.000553416439999999	0.155878943441589	Q6	Q3	Q3
chr10 112100000 112200000	134	78	-0.730611893683038	-0.630818464615333	-0.000553416439999999	0.155878943441589	Q6	Q3	Q3
chr9 16700000 16800000	127	77	-0.831637254600737	-0.656676328209277	-0.00046068325	0.158817598116055	Q6	Q3	Q3
chr9 16900000 17000000	143	78	-0.60072214393171	-0.630818464615333	-0.00046068325	0.158817598116055	Q6	Q3	Q3
chr9 17000000 17100000	143	73	-0.60072214393171	-0.760107782585049	-0.00046068325	0.158817598116055	Q6	Q3	Q3
chr3 69600000 69700000	146	79	-0.557425560681267	-0.60496060102139	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 70600000 70700000	148	72	-0.528561171847638	-0.785965646178992	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 71300000 71400000	140	74	-0.644018727182152	-0.734249918991106	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 71500000 71600000	134	74	-0.730611893683038	-0.734249918991106	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 72600000 72700000	136	76	-0.701747504849409	-0.68253419180322	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 72800000 72900000	144	82	-0.586289949514895	-0.527387010239561	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 73400000 73500000	148	78	-0.528561171847638	-0.630818464615333	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 74800000 74900000	131	81	-0.773908476933481	-0.553244873833504	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 75400000 75500000	147	71	-0.542993366264453	-0.811823509772935	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 77200000 77300000	147	76	-0.542993366264453	-0.68253419180322	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 77700000 77800000	146	70	-0.557425560681267	-0.837681373366879	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 78400000 78500000	146	73	-0.557425560681267	-0.760107782585049	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 78700000 78800000	148	81	-0.528561171847638	-0.553244873833504	-0.00044897201	0.159188719719548	Q6	Q3	Q3
chr3 92900000 93000000	134	80	-0.730611893683038	-0.579102737427447	-0.000312729150000003	0.163506167630071	Q6	Q3	Q3
chr7 79800000 79900000	136	75	-0.701747504849409	-0.708392055397163	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr7 79900000 80000000	133	79	-0.745044088099852	-0.60496060102139	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr7 80100000 80200000	133	81	-0.745044088099852	-0.553244873833504	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr7 82200000 82300000	147	77	-0.542993366264453	-0.656676328209277	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr7 82900000 83000000	141	76	-0.629586532765338	-0.68253419180322	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr7 83300000 83400000	138	82	-0.672883116015781	-0.527387010239561	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr7 83400000 83500000	140	81	-0.644018727182152	-0.553244873833504	-9.66551599999935e-05	0.170353412297748	Q6	Q3	Q3
chr9 5000000 5100000	139	71	-0.658450921598967	-0.811823509772935	-6.71414500000005e-05	0.17128868263464	Q6	Q3	Q3
chr9 5100000 5200000	140	71	-0.644018727182152	-0.811823509772935	-6.71414500000005e-05	0.17128868263464	Q6	Q3	Q3
chr9 89300000 89400000	142	82	-0.615154338348524	-0.527387010239561	-1.95283899999989e-05	0.172797509639671	Q6	Q3	Q3
chr9 90900000 91000000	145	78	-0.571857755098081	-0.630818464615333	-1.95283899999989e-05	0.172797509639671	Q6	Q3	Q3
chr9 91600000 91700000	146	82	-0.557425560681267	-0.527387010239561	-1.95283899999989e-05	0.172797509639671	Q6	Q3	Q3
chr9 93600000 93700000	129	74	-0.802772865767109	-0.734249918991106	-1.95283899999989e-05	0.172797509639671	Q6	Q3	Q3
chr9 95200000 95300000	148	82	-0.528561171847638	-0.527387010239561	-1.95283899999989e-05	0.172797509639671	Q6	Q3	Q3
chr13 81000000 81100000	147	82	-0.542993366264453	-0.527387010239561	2.70217699999999e-05	0.174272654032753	Q6	Q3	Q3
chr9 55800000 55900000	131	72	-0.773908476933481	-0.785965646178992	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 56100000 56200000	131	73	-0.773908476933481	-0.760107782585049	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 56700000 56800000	130	80	-0.788340671350295	-0.579102737427447	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 57100000 57200000	132	81	-0.759476282516666	-0.553244873833504	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 57300000 57400000	130	73	-0.788340671350295	-0.760107782585049	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 57400000 57500000	133	75	-0.745044088099852	-0.708392055397163	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 58300000 58400000	136	74	-0.701747504849409	-0.734249918991106	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 63000000 63100000	130	79	-0.788340671350295	-0.60496060102139	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 63900000 64000000	142	77	-0.615154338348524	-0.656676328209277	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr9 65500000 65600000	141	77	-0.629586532765338	-0.656676328209277	3.16974499999997e-05	0.174420823300826	Q6	Q3	Q3
chr2 98400000 98500000	136	75	-0.701747504849409	-0.708392055397163	0.00018100612	0.179152318260008	Q6	Q3	Q3
chr12 67900000 68000000	146	82	-0.557425560681267	-0.527387010239561	0.000273370221	0.182079276743335	Q6	Q3	Q3
chr7 23400000 23500000	129	73	-0.802772865767109	-0.760107782585049	0.000402222760000001	0.186162530172331	Q6	Q3	Q3
chr5 77700000 77800000	132	70	-0.759476282516666	-0.837681373366879	0.000433820410000001	0.187163839216856	Q6	Q3	Q3
chr9 7500000 7600000	132	76	-0.759476282516666	-0.68253419180322	0.000440275057999999	0.187368382827588	Q6	Q3	Q3
chr16 20000000 20100000	141	75	-0.629586532765338	-0.708392055397163	0.000490345999999999	0.188955098519814	Q6	Q3	Q3
chr16 22900000 23000000	128	80	-0.817205060183923	-0.579102737427447	0.000490345999999999	0.188955098519814	Q6	Q3	Q3
chr16 26800000 26900000	144	76	-0.586289949514895	-0.68253419180322	0.000490345999999999	0.188955098519814	Q6	Q3	Q3
chr5 70400000 70500000	140	72	-0.644018727182152	-0.785965646178992	0.000519917987	0.189892215617057	Q6	Q3	Q3
chr3 134500000 134600000	138	74	-0.672883116015781	-0.734249918991106	0.000577474509999999	0.191716144518456	Q6	Q3	Q3
chr3 134700000 134800000	146	71	-0.557425560681267	-0.811823509772935	0.000577474509999999	0.191716144518456	Q6	Q3	Q3
chr5 96000000 96100000	128	74	-0.817205060183923	-0.734249918991106	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 99900000 100000000	134	77	-0.730611893683038	-0.656676328209277	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 101600000 101700000	148	76	-0.528561171847638	-0.68253419180322	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 108200000 108300000	137	75	-0.687315310432595	-0.708392055397163	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 111500000 111600000	139	80	-0.658450921598967	-0.579102737427447	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 113300000 113400000	128	77	-0.817205060183923	-0.656676328209277	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 113400000 113500000	140	78	-0.644018727182152	-0.630818464615333	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 113900000 114000000	132	75	-0.759476282516666	-0.708392055397163	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 114000000 114100000	145	79	-0.571857755098081	-0.60496060102139	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 114100000 114200000	137	72	-0.687315310432595	-0.785965646178992	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 114300000 114400000	133	78	-0.745044088099852	-0.630818464615333	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 115400000 115500000	143	77	-0.60072214393171	-0.656676328209277	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 117500000 117600000	142	82	-0.615154338348524	-0.527387010239561	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 122100000 122200000	137	75	-0.687315310432595	-0.708392055397163	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 129600000 129700000	143	80	-0.60072214393171	-0.579102737427447	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 134900000 135000000	148	74	-0.528561171847638	-0.734249918991106	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 136700000 136800000	128	80	-0.817205060183923	-0.579102737427447	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr5 140300000 140400000	147	81	-0.542993366264453	-0.553244873833504	0.000605877730000003	0.192616224147151	Q6	Q3	Q3
chr7 97200000 97300000	138	70	-0.672883116015781	-0.837681373366879	0.000611075270000004	0.192780930820315	Q6	Q3	Q3
chr7 98000000 98100000	130	75	-0.788340671350295	-0.708392055397163	0.000611075270000004	0.192780930820315	Q6	Q3	Q3
chr7 99800000 99900000	148	72	-0.528561171847638	-0.785965646178992	0.000611075270000004	0.192780930820315	Q6	Q3	Q3
chr7 101600000 101700000	145	82	-0.571857755098081	-0.527387010239561	0.000611075270000004	0.192780930820315	Q6	Q3	Q3
chr5 78400000 78500000	137	76	-0.687315310432595	-0.68253419180322	0.000633240689	0.193483338579132	Q6	Q3	Q3
chr5 64800000 64900000	142	72	-0.615154338348524	-0.785965646178992	0.00063672671	0.193593808324721	Q6	Q3	Q3
chr5 64900000 65000000	139	79	-0.658450921598967	-0.60496060102139	0.00063672671	0.193593808324721	Q6	Q3	Q3
chr3 56500000 56600000	146	80	-0.557425560681267	-0.579102737427447	0.00065412242	0.194145067097412	Q6	Q3	Q3
chr17 37800000 37900000	145	72	-0.571857755098081	-0.785965646178992	0.000697662613	0.195524827587552	Q6	Q3	Q3
chr7 18000000 18100000	130	70	-0.788340671350295	-0.837681373366879	0.000962769397000001	0.203925889710341	Q6	Q3	Q3
chr7 10500000 10600000	136	75	-0.701747504849409	-0.708392055397163	0.000973367578	0.204261739195692	Q6	Q3	Q3
chr7 10600000 10700000	141	78	-0.629586532765338	-0.630818464615333	0.000973367578	0.204261739195692	Q6	Q3	Q3
chr2 87700000 87800000	147	82	-0.542993366264453	-0.527387010239561	0.00127939988	0.2139597044529	Q6	Q3	Q3
chr2 88700000 88800000	141	78	-0.629586532765338	-0.630818464615333	0.00127939988	0.2139597044529	Q6	Q3	Q3
chr7 65200000 65300000	138	72	-0.672883116015781	-0.785965646178992	0.00130200347999999	0.214675997883545	Q6	Q3	Q3
chr7 67000000 67100000	135	80	-0.716179699266223	-0.579102737427447	0.00130200347999999	0.214675997883545	Q6	Q3	Q3
chr7 67100000 67200000	135	75	-0.716179699266223	-0.708392055397163	0.00130200347999999	0.214675997883545	Q6	Q3	Q3
chr11 73500000 73600000	148	80	-0.528561171847638	-0.579102737427447	0.001316981829	0.215150652053262	Q6	Q3	Q3
chr5 61200000 61300000	139	77	-0.658450921598967	-0.656676328209277	0.00135044792	0.216211170781813	Q6	Q3	Q3
chr14 74400000 74500000	129	76	-0.802772865767109	-0.68253419180322	0.001586012468	0.223676058597263	Q6	Q3	Q3
chr3 37200000 37300000	144	80	-0.586289949514895	-0.579102737427447	0.001609944991	0.22443446473627	Q6	Q3	Q3
chr7 13000000 13100000	148	82	-0.528561171847638	-0.527387010239561	0.0016908508	0.226998317374245	Q6	Q3	Q3
chr5 4100000 4200000	129	73	-0.802772865767109	-0.760107782585049	0.001711333087	0.227647387771115	Q6	Q3	Q3
chr9 68400000 68500000	138	78	-0.672883116015781	-0.630818464615333	0.001711547093	0.22765416948252	Q6	Q3	Q3
chr13 84000000 84100000	144	74	-0.586289949514895	-0.734249918991106	0.001774808233	0.229658873998488	Q6	Q3	Q3
chr13 84100000 84200000	130	72	-0.788340671350295	-0.785965646178992	0.001774808233	0.229658873998488	Q6	Q3	Q3
chr13 79200000 79300000	136	81	-0.701747504849409	-0.553244873833504	0.001900116113	0.233629799481688	Q6	Q3	Q3
chr9 100900000 101000000	148	82	-0.528561171847638	-0.527387010239561	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 105100000 105200000	143	76	-0.60072214393171	-0.68253419180322	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 106400000 106500000	133	80	-0.745044088099852	-0.579102737427447	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 106500000 106600000	132	79	-0.759476282516666	-0.60496060102139	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 107000000 107100000	136	81	-0.701747504849409	-0.553244873833504	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 109900000 110000000	146	76	-0.557425560681267	-0.68253419180322	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 110500000 110600000	132	82	-0.759476282516666	-0.527387010239561	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr9 110900000 111000000	137	70	-0.687315310432595	-0.837681373366879	0.00212233664	0.240671823922247	Q6	Q3	Q3
chr5 47100000 47200000	128	76	-0.817205060183923	-0.68253419180322	0.00234393015	0.247693978600555	Q6	Q3	Q3
chr9 31700000 31800000	142	76	-0.615154338348524	-0.68253419180322	0.00245855855	0.251326478285799	Q6	Q3	Q3
chr8 55800000 55900000	139	81	-0.658450921598967	-0.553244873833504	-0.01328637532	-0.247620269003296	Q5	Q3	Q3
chr4 71900000 72000000	140	77	-0.644018727182152	-0.656676328209277	-0.012583295106	-0.225340112811149	Q5	Q3	Q3
chr9 38700000 38800000	144	79	-0.586289949514895	-0.60496060102139	-0.01224454042	-0.214605196418094	Q5	Q3	Q3
chr8 5200000 5300000	135	75	-0.716179699266223	-0.708392055397163	-0.0113762380628	-0.187089257617368	Q5	Q3	Q3
chr3 80900000 81000000	146	76	-0.557425560681267	-0.68253419180322	-0.01124339902	-0.182879674467302	Q5	Q3	Q3
chr4 67200000 67300000	143	81	-0.60072214393171	-0.553244873833504	-0.011009879741	-0.175479599900565	Q5	Q3	Q3
chr3 50700000 50800000	139	75	-0.658450921598967	-0.708392055397163	-0.01076320827	-0.167662740895589	Q5	Q3	Q3
chr12 92800000 92900000	143	82	-0.60072214393171	-0.527387010239561	-0.009997155667	-0.143387030519474	Q5	Q3	Q3
chr4 108700000 108800000	147	78	-0.542993366264453	-0.630818464615333	-0.00954496183	-0.129057300971025	Q5	Q3	Q3
chr4 108900000 109000000	143	77	-0.60072214393171	-0.656676328209277	-0.00954496183	-0.129057300971025	Q5	Q3	Q3
chr3 42000000 42100000	147	71	-0.542993366264453	-0.811823509772935	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 43400000 43500000	132	77	-0.759476282516666	-0.656676328209277	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 43900000 44000000	133	77	-0.745044088099852	-0.656676328209277	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 44900000 45000000	139	76	-0.658450921598967	-0.68253419180322	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 45500000 45600000	138	80	-0.672883116015781	-0.579102737427447	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 46300000 46400000	145	70	-0.571857755098081	-0.837681373366879	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 47300000 47400000	131	75	-0.773908476933481	-0.708392055397163	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 47400000 47500000	128	75	-0.817205060183923	-0.708392055397163	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 47500000 47600000	127	80	-0.831637254600737	-0.579102737427447	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr3 48900000 49000000	128	77	-0.817205060183923	-0.656676328209277	-0.00787548616	-0.07615269926851	Q5	Q3	Q3
chr9 6600000 6700000	146	76	-0.557425560681267	-0.68253419180322	-0.007842582787	-0.0751100127085829	Q5	Q3	Q3
chr3 67700000 67800000	138	80	-0.672883116015781	-0.579102737427447	-0.00774846979	-0.0721276328447813	Q5	Q3	Q3
chr3 33200000 33300000	146	70	-0.557425560681267	-0.837681373366879	-0.00703965682	-0.0496658093313984	Q5	Q3	Q3
chr3 33700000 33800000	137	70	-0.687315310432595	-0.837681373366879	-0.00703965682	-0.0496658093313984	Q5	Q3	Q3
chr8 21700000 21800000	129	70	-0.802772865767109	-0.837681373366879	-0.006563236243	-0.0345683500979451	Q5	Q3	Q3
chr12 11100000 11200000	141	75	-0.629586532765338	-0.708392055397163	-0.006478126533	-0.031871278562565	Q5	Q3	Q3
chr14 73800000 73900000	147	74	-0.542993366264453	-0.734249918991106	-0.00646923181	-0.031589410556924	Q5	Q3	Q3
chr17 21000000 21100000	142	78	-0.615154338348524	-0.630818464615333	-0.00604306512	-0.0180844644241486	Q5	Q3	Q3
chr5 80300000 80400000	132	81	-0.759476282516666	-0.553244873833504	-0.00599636128	-0.0166044500114929	Q5	Q3	Q3
