chr.x	starts	end	DAY0	DAY4	DIFF	label	AB_chr	AB_starts	AB_ends	DAY0_AB	DAY4_AB	chr.y	RE_starts	RE_ends	gene	log2FoldChange	padj	DAY0_Ets1	DAY4_Ets1	DAY0_p300	DAY4_p300	DAY0_ATAC	DAY4_ATAC	Ets1_FC	p300_FC	ATAC_FC	st	RE_len	cate	comp
chr14	70700000	70800000	0.01008883944	-0.0118665916	-0.02195543104	chr14 70700000 70800000	chr14	70700000	70800000	0.01008883944	-0.0118665916	chr14	70765628	70767628	Xpo7	-0.19434223452153	5.12244193342965e-06	2	4	2	3	304	278	1.66666666666667	1.33333333333333	-1.09318996415771	+	2000	PROMOTER	AtoB
chr14	70700000	70800000	0.01008883944	-0.0118665916	-0.02195543104	chr14 70700000 70800000	chr14	70700000	70800000	0.01008883944	-0.0118665916	chr14	70772272	70774272	Dok2	-1.0454703768789	0.280601388738229	3	1	1	1	6	10	-2	0	1.57142857142857	+	2000	PROMOTER	AtoB
chr14	73100000	73200000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73100000 73200000	chr14	73100000	73200000	0.009732276239	-0.008691257893	chr14	73122037	73124037	Rcbtb2	-0.201510223701945	0.00340229467963192	1	1	1	1	10	15	0	0	1.45454545454545	+	2000	PROMOTER	AtoB
chr14	73200000	73300000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73200000 73300000	chr14	73200000	73300000	0.009732276239	-0.008691257893	chr14	73205851	73207851	Mir687	NA	NA	1	3	6	3	3	8	2	-1.75	2.25	+	2000	PROMOTER	AtoB
chr14	73200000	73300000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73200000 73300000	chr14	73200000	73300000	0.009732276239	-0.008691257893	chr14	73236895	73238895	Lpar6	-0.128998200308663	0.411545253737466	4	1	2	2	120	74	-2.5	0	-1.61333333333333	+	2000	PROMOTER	AtoB
chr14	73300000	73400000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73300000 73400000	chr14	73300000	73400000	0.009732276239	-0.008691257893	chr14	73324822	73326822	Rb1	0.652430842379595	6.8221948544083e-26	9	4	2	3	231	179	-2	1.33333333333333	-1.28888888888889	+	2000	PROMOTER	AtoB
chr14	73300000	73400000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73300000 73400000	chr14	73300000	73400000	0.009732276239	-0.008691257893	chr14	73384289	73386289	Itm2b	0.503889043939048	2.02044404891325e-33	4	1	1	3	111	126	-2.5	2	1.13392857142857	+	2000	PROMOTER	AtoB
chr14	73400000	73500000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73400000 73500000	chr14	73400000	73500000	0.009732276239	-0.008691257893	chr14	73468500	73470500	Med4	-0.255492800088266	0.000274591046791598	3	1	1	3	4	7	-3	3	1.75	+	2000	ENHANCER	AtoB
chr14	73500000	73600000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73500000 73600000	chr14	73500000	73600000	0.009732276239	-0.008691257893	chr14	73509025	73511025	Med4	-0.255492800088266	0.000274591046791598	6	5	3	2	98	71	-1.16666666666667	-1.33333333333333	-1.375	+	2000	PROMOTER	AtoB
chr14	73500000	73600000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73500000 73600000	chr14	73500000	73600000	0.009732276239	-0.008691257893	chr14	73524319	73526319	Sucla2	0.1269277479415	0.0151672498297874	2	3	0	3	206	145	1.33333333333333	4	-1.41780821917808	+	2000	PROMOTER	AtoB
chr14	73500000	73600000	0.009732276239	-0.008691257893	-0.018423534132	chr14 73500000 73600000	chr14	73500000	73600000	0.009732276239	-0.008691257893	chr14	73547242	73549242	Nudt15	-0.185450797201563	0.407922920842544	6	0	1	0	23	20	-7	-2	-1.14285714285714	+	2000	PROMOTER	AtoB
chr14	75700000	75800000	0.01228926681	-0.01332145187	-0.02561071868	chr14 75700000 75800000	chr14	75700000	75800000	0.01228926681	-0.01332145187	chr14	75753558	75755558	Cog3	0.432506707412516	6.09146621301317e-25	2	3	2	2	269	246	1.33333333333333	0	-1.09311740890688	+	2000	PROMOTER	AtoB
chr14	75700000	75800000	0.01228926681	-0.01332145187	-0.02561071868	chr14 75700000 75800000	chr14	75700000	75800000	0.01228926681	-0.01332145187	chr14	75786037	75788037	Slc25a30	-0.0775460587867149	0.249148492522841	1	3	2	3	212	167	2	1.33333333333333	-1.26785714285714	+	2000	PROMOTER	AtoB
chr14	75800000	75900000	0.01228926681	-0.01332145187	-0.02561071868	chr14 75800000 75900000	chr14	75800000	75900000	0.01228926681	-0.01332145187	chr14	75844093	75846093	Tpt1	0.558534102666842	5.66130029806692e-29	2	1	2	4	633	992	-1.5	1.66666666666667	1.56624605678233	+	2000	PROMOTER	AtoB
chr14	75800000	75900000	0.01228926681	-0.01332145187	-0.02561071868	chr14 75800000 75900000	chr14	75800000	75900000	0.01228926681	-0.01332145187	chr14	75846905	75848905	Snora31	-0.342542955534294	0.702769698079615	3	3	0	0	27	17	0	0	-1.55555555555556	+	2000	PROMOTER	AtoB
chr14	75900000	76000000	0.01228926681	-0.01332145187	-0.02561071868	chr14 75900000 76000000	chr14	75900000	76000000	0.01228926681	-0.01332145187	chr14	75954009	75956009	Kctd4	1.11117759608396	NA	4	3	0	2	5	9	-1.25	3	1.66666666666667	+	2000	PROMOTER	AtoB
chr14	76000000	76100000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76000000 76100000	chr14	76000000	76100000	0.01228926681	-0.01332145187	chr14	76009865	76011865	Gtf2f2	-0.242369733334377	0.000167759223703687	1	0	3	0	90	46	-2	-4	-1.93617021276596	+	2000	PROMOTER	AtoB
chr14	76100000	76200000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76100000 76200000	chr14	76100000	76200000	0.01228926681	-0.01332145187	chr14	76109891	76111891	Nufip1	-0.154628997598424	0.0730707219994882	2	0	0	1	171	152	-3	2	-1.12418300653595	+	2000	PROMOTER	AtoB
chr14	76100000	76200000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76100000 76200000	chr14	76100000	76200000	0.01228926681	-0.01332145187	chr14	76109760	76111760	Gpalpp1	-0.0401511395288561	0.525408085985051	2	0	0	1	172	148	-3	2	-1.16107382550336	+	2000	PROMOTER	AtoB
chr14	76400000	76500000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76400000 76500000	chr14	76400000	76500000	0.01228926681	-0.01332145187	chr14	76413961	76415961	Tsc22d1	0.352201824100824	9.24546722139683e-23	4	5	1	2	339	459	1.2	1.5	1.35294117647059	+	2000	PROMOTER	AtoB
chr14	76500000	76600000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76500000 76600000	chr14	76500000	76600000	0.01228926681	-0.01332145187	chr14	76555889	76557889	Serp2	0.456000872129577	0.0783042954062782	1	5	2	1	59	70	3	-1.5	1.18333333333333	+	2000	PROMOTER	AtoB
chr14	76500000	76600000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76500000 76600000	chr14	76500000	76600000	0.01228926681	-0.01332145187	chr14	76597200	76601500	Serp2	0.456000872129577	0.0783042954062782	7	1	3	4	59	36	-7	1.33333333333333	-1.63888888888889	+	4300	ENHANCER	AtoB
chr14	76500000	76600000	0.01228926681	-0.01332145187	-0.02561071868	chr14 76500000 76600000	chr14	76500000	76600000	0.01228926681	-0.01332145187	chr14	76512700	76514700	Tsc22d1	0.352201824100824	9.24546722139683e-23	2	3	6	1	14	11	1.5	-6	-1.27272727272727	+	2000	ENHANCER	AtoB
chr14	77000000	77100000	0.01228926681	-0.01332145187	-0.02561071868	chr14 77000000 77100000	chr14	77000000	77100000	0.01228926681	-0.01332145187	chr14	77004300	77006300	Lacc1	0.0729624988061514	0.180107468518388	5	5	1	0	8	16	0	-Inf	2	+	2000	ENHANCER	AtoB
chr14	77000000	77100000	0.01228926681	-0.01332145187	-0.02561071868	chr14 77000000 77100000	chr14	77000000	77100000	0.01228926681	-0.01332145187	chr14	77035904	77037904	Lacc1	0.0729624988061514	0.180107468518388	4	2	2	0	265	215	-1.66666666666667	-3	-1.23148148148148	+	2000	PROMOTER	AtoB
chr14	77000000	77100000	0.01228926681	-0.01332145187	-0.02561071868	chr14 77000000 77100000	chr14	77000000	77100000	0.01228926681	-0.01332145187	chr14	77035772	77037772	Ccdc122	0.10804765396496	0.25857556711275	4	2	2	0	264	213	-1.66666666666667	-3	-1.23831775700935	+	2000	PROMOTER	AtoB
chr14	77100000	77200000	0.01228926681	-0.01332145187	-0.02561071868	chr14 77100000 77200000	chr14	77100000	77200000	0.01228926681	-0.01332145187	chr14	77155763	77157763	Enox1	0.638112605621361	8.04127027752188e-10	2	3	0	2	112	101	1.33333333333333	3	-1.1078431372549	+	2000	PROMOTER	AtoB
chr14	77800000	77900000	0.01228926681	-0.002489929012	-0.014779195822	chr14 77800000 77900000	chr14	77800000	77900000	0.01228926681	-0.002489929012	chr14	77874125	77876125	Dnajc15	-0.0767330386566392	0.60125424037525	3	0	1	2	60	51	-4	1.5	-1.17307692307692	+	2000	PROMOTER	AtoB
chr14	78500000	78600000	0.01316676383	-0.009621460174	-0.022788224004	chr14 78500000 78600000	chr14	78500000	78600000	0.01316676383	-0.009621460174	chr14	78535808	78537808	Akap11	-0.238828560020135	0.00199876139536478	3	5	3	5	216	152	1.5	1.5	-1.41830065359477	+	2000	PROMOTER	AtoB
chr14	78500000	78600000	0.01316676383	-0.009621460174	-0.022788224004	chr14 78500000 78600000	chr14	78500000	78600000	0.01316676383	-0.009621460174	chr14	78547900	78549900	Akap11	-0.238828560020135	0.00199876139536478	6	2	0	2	8	8	-3	Inf	0	+	2000	ENHANCER	AtoB
chr14	78700000	78800000	0.01316676383	-0.009621460174	-0.022788224004	chr14 78700000 78800000	chr14	78700000	78800000	0.01316676383	-0.009621460174	chr14	78731776	78733776	Dgkh	0.557003964664348	1.28117673202402e-11	0	1	1	1	210	82	2	0	-2.5421686746988	+	2000	PROMOTER	AtoB
chr14	78800000	78900000	0.01316676383	-0.009621460174	-0.022788224004	chr14 78800000 78900000	chr14	78800000	78900000	0.01316676383	-0.009621460174	chr14	78848052	78850052	Vwa8	0.0397750854446589	0.619524173886518	2	2	2	3	184	238	0	1.33333333333333	1.29189189189189	+	2000	PROMOTER	AtoB
chr14	79300000	79400000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79300000 79400000	chr14	79300000	79400000	0.01316676383	-0.009621460174	chr14	79306400	79309200	Rgcc	1.3633138028533	7.2874923511923e-18	4	2	5	3	11	20	-2	-1.66666666666667	1.81818181818182	+	2800	ENHANCER	AtoB
chr14	79300000	79400000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79300000 79400000	chr14	79300000	79400000	0.01316676383	-0.009621460174	chr14	79300645	79302645	Rgcc	1.3633138028533	7.2874923511923e-18	3	2	0	3	169	327	-1.33333333333333	4	1.92941176470588	+	2000	PROMOTER	AtoB
chr14	79300000	79400000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79300000 79400000	chr14	79300000	79400000	0.01316676383	-0.009621460174	chr14	79389778	79391778	Naa16	-0.195969983273388	0.0154908083011572	2	3	3	2	324	275	1.33333333333333	-1.33333333333333	-1.17753623188406	+	2000	PROMOTER	AtoB
chr14	79300000	79400000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79300000 79400000	chr14	79300000	79400000	0.01316676383	-0.009621460174	chr14	79396772	79398772	Mtrf1	0.0049080920235313	0.975833094263015	2	1	0	2	70	30	-1.5	3	-2.29032258064516	+	2000	PROMOTER	AtoB
chr14	79400000	79500000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79400000 79500000	chr14	79400000	79500000	0.01316676383	-0.009621460174	chr14	79425511	79427511	Kbtbd7	-0.29972362866877	0.000908396410955042	2	1	0	0	77	107	-1.5	0	1.38461538461538	+	2000	PROMOTER	AtoB
chr14	79400000	79500000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79400000 79500000	chr14	79400000	79500000	0.01316676383	-0.009621460174	chr14	79450835	79452835	Kbtbd6	0.515289892106983	0.62187074462574	1	0	2	2	46	69	-2	0	1.48936170212766	+	2000	PROMOTER	AtoB
chr14	79400000	79500000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79400000 79500000	chr14	79400000	79500000	0.01316676383	-0.009621460174	chr14	79480520	79482520	Wbp4	-0.174671722743719	0.000153338816974048	3	4	2	1	719	709	1.25	-1.5	-1.01408450704225	+	2000	PROMOTER	AtoB
chr14	79400000	79500000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79400000 79500000	chr14	79400000	79500000	0.01316676383	-0.009621460174	chr14	79480194	79482194	Elf1	-0.111030896501341	0.0401156784323601	3	3	2	2	698	699	0	0	1.00143061516452	+	2000	PROMOTER	AtoB
chr14	79500000	79600000	0.01316676383	-0.009621460174	-0.022788224004	chr14 79500000 79600000	chr14	79500000	79600000	0.01316676383	-0.009621460174	chr14	79586691	79588691	Sugt1	0.0981856933585241	0.168307995173264	3	4	5	2	295	248	1.25	-2	-1.18875502008032	+	2000	PROMOTER	AtoB
chr14	120900000	121000000	0.007821330003	-0.008447743776	-0.016269073779	chr14 120900000 121000000	chr14	120900000	121000000	0.007821330003	-0.008447743776	chr14	120910224	120912224	Ipo5	-0.809426596167692	2.87166736187184e-131	2	1	1	2	320	403	-1.5	1.5	1.25856697819315	+	2000	PROMOTER	AtoB
chr14	121000000	121100000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121000000 121100000	chr14	121000000	121100000	0.007821330003	-0.008447743776	chr14	121034200	121036200	Farp1	-0.489738848744759	5.37158457995442e-44	3	3	4	1	164	157	0	-2.5	-1.04430379746835	+	2000	PROMOTER	AtoB
chr14	121300000	121400000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121300000 121400000	chr14	121300000	121400000	0.007821330003	-0.008447743776	chr14	121379011	121381011	Stk24	0.253684126369252	6.63739925289573e-10	1	5	2	0	244	193	3	-3	-1.26288659793814	+	2000	PROMOTER	AtoB
chr14	121500000	121600000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121500000 121600000	chr14	121500000	121600000	0.007821330003	-0.008447743776	chr14	121504252	121506252	Slc15a1	0.365076253071155	0.821213947582065	3	5	3	0	7	15	1.5	-4	2	+	2000	PROMOTER	AtoB
chr14	121700000	121800000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121700000 121800000	chr14	121700000	121800000	0.007821330003	-0.008447743776	chr14	121796837	121798837	Dock9	-0.683531816252207	5.93726910456809e-15	3	1	1	5	419	359	-2	3	-1.16666666666667	+	2000	PROMOTER	AtoB
chr14	121800000	121900000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121800000 121900000	chr14	121800000	121900000	0.007821330003	-0.008447743776	chr14	121877620	121879620	Ubac2	0.0808499939630303	0.128719651943889	2	3	5	4	242	260	1.33333333333333	-1.2	1.07407407407407	+	2000	PROMOTER	AtoB
chr14	121900000	122000000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121900000 122000000	chr14	121900000	122000000	0.007821330003	-0.008447743776	chr14	121914781	121916781	Gpr18	-0.995868488560762	0.7674412518007	2	0	3	1	13	12	-3	-2	-1.07692307692308	+	2000	PROMOTER	AtoB
chr14	121900000	122000000	0.007821330003	-0.008447743776	-0.016269073779	chr14 121900000 122000000	chr14	121900000	122000000	0.007821330003	-0.008447743776	chr14	121964195	121966195	Gpr183	-0.331489746004241	NA	5	2	5	2	10	13	-2	-2	1.27272727272727	+	2000	PROMOTER	AtoB
chr14	122100000	122200000	0.007821330003	-0.008447743776	-0.016269073779	chr14 122100000 122200000	chr14	122100000	122200000	0.007821330003	-0.008447743776	chr14	122106038	122108038	Tm9sf2	0.233850911301766	3.55630550448695e-13	2	3	4	0	202	157	1.33333333333333	-5	-1.28481012658228	+	2000	PROMOTER	AtoB
chr14	122100000	122200000	0.007821330003	-0.008447743776	-0.016269073779	chr14 122100000 122200000	chr14	122100000	122200000	0.007821330003	-0.008447743776	chr14	122180704	122182704	Clybl	-0.0770241968841524	0.372208690949535	5	1	1	5	171	236	-3	3	1.37790697674419	+	2000	PROMOTER	AtoB
chr15	3200000	3300000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3200000 3300000	chr15	3200000	3300000	0.02465688026	-0.01951700381	chr15	3267547	3269547	Selenop	-0.581893230306655	1.10005363096117e-12	6	1	3	2	15	25	-3.5	-1.33333333333333	1.625	+	2000	PROMOTER	AtoB
chr15	3300000	3400000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3300000 3400000	chr15	3300000	3400000	0.02465688026	-0.01951700381	chr15	3302526	3304526	Ccdc152	0.27829546949832	0.705880755458589	5	0	4	0	5	15	-6	-5	2.66666666666667	+	2000	PROMOTER	AtoB
chr15	3300000	3400000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3300000 3400000	chr15	3300000	3400000	0.02465688026	-0.01951700381	chr15	3312000	3314000	Ccdc152	0.27829546949832	0.705880755458589	3	1	2	3	10	7	-3	1.5	-1.42857142857143	+	2000	ENHANCER	AtoB
chr15	3500000	3600000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3500000 3600000	chr15	3500000	3600000	0.02465688026	-0.01951700381	chr15	3582492	3584492	Ghr	0.287451713114875	3.40343401650945e-09	4	6	6	2	124	192	1.4	-2.33333333333333	1.544	+	2000	PROMOTER	AtoB
chr15	3700000	3800000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3700000 3800000	chr15	3700000	3800000	0.02465688026	-0.01951700381	chr15	3742900	3744900	Ghr	0.287451713114875	3.40343401650945e-09	4	2	2	1	10	12	-2	-2	1.2	+	2000	ENHANCER	AtoB
chr15	3900000	4000000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3900000 4000000	chr15	3900000	4000000	0.02465688026	-0.01951700381	chr15	3904800	3906800	Fbxo4	0.251855988821557	0.000894492323877803	5	3	4	4	10	10	-1.66666666666667	0	0	+	2000	ENHANCER	AtoB
chr15	3900000	4000000	0.02465688026	-0.01951700381	-0.04417388407	chr15 3900000 4000000	chr15	3900000	4000000	0.02465688026	-0.01951700381	chr15	3978573	3980573	Fbxo4	0.251855988821557	0.000894492323877803	7	6	4	1	328	335	-1.14285714285714	-2.5	1.02127659574468	+	2000	PROMOTER	AtoB
chr15	4000000	4100000	0.02465688026	-0.01951700381	-0.04417388407	chr15 4000000 4100000	chr15	4000000	4100000	0.02465688026	-0.01951700381	chr15	4025383	4027383	Oxct1	-0.00244584111691791	0.957041328666363	5	2	4	3	599	597	-2	-1.25	-1.00334448160535	+	2000	PROMOTER	AtoB
chr15	4600000	4700000	0.02465688026	-0.01951700381	-0.04417388407	chr15 4600000 4700000	chr15	4600000	4700000	0.02465688026	-0.01951700381	chr15	4643200	4645200	C6	-0.631737144205037	0.697547624213439	4	0	1	2	12	11	-Inf	2	-1.09090909090909	+	2000	ENHANCER	AtoB
chr15	4700000	4800000	0.02465688026	-0.01951700381	-0.04417388407	chr15 4700000 4800000	chr15	4700000	4800000	0.02465688026	-0.01951700381	chr15	4726175	4728175	C6	-0.631737144205037	0.697547624213439	5	1	6	5	12	5	-3	-1.16666666666667	-2.16666666666667	+	2000	PROMOTER	AtoB
chr15	4800000	4900000	0.02465688026	-0.01951700381	-0.04417388407	chr15 4800000 4900000	chr15	4800000	4900000	0.02465688026	-0.01951700381	chr15	4897737	4899737	Mroh2b	NA	NA	1	0	4	2	13	23	-2	-1.66666666666667	1.71428571428571	+	2000	PROMOTER	AtoB
chr15	5100000	5200000	0.02465688026	-0.01951700381	-0.04417388407	chr15 5100000 5200000	chr15	5100000	5200000	0.02465688026	-0.01951700381	chr15	5107539	5109539	Card6	0.647603708117696	1.23462485848916e-07	6	1	1	2	51	22	-3.5	1.5	-2.26086956521739	+	2000	PROMOTER	AtoB
chr15	5100000	5200000	0.02465688026	-0.01951700381	-0.04417388407	chr15 5100000 5200000	chr15	5100000	5200000	0.02465688026	-0.01951700381	chr15	5115645	5117645	Rpl37	0.0568846214606155	0.515965898759834	3	4	2	0	355	565	1.25	-3	1.58988764044944	+	2000	PROMOTER	AtoB
chr15	5100000	5200000	0.02465688026	-0.01951700381	-0.04417388407	chr15 5100000 5200000	chr15	5100000	5200000	0.02465688026	-0.01951700381	chr15	5117404	5119404	Snord72	NA	NA	6	0	3	3	21	20	-7	0	-1.04761904761905	+	2000	PROMOTER	AtoB
chr15	5100000	5200000	0.02465688026	-0.01951700381	-0.04417388407	chr15 5100000 5200000	chr15	5100000	5200000	0.02465688026	-0.01951700381	chr15	5184525	5186525	Ttc33	0.372104515604359	1.37102484820364e-07	1	5	4	1	114	71	3	-2.5	-1.59722222222222	+	2000	PROMOTER	AtoB
chr15	5100000	5200000	0.02465688026	-0.01951700381	-0.04417388407	chr15 5100000 5200000	chr15	5100000	5200000	0.02465688026	-0.01951700381	chr15	5142861	5144861	Prkaa1	-0.301198663090706	1.32345646675061e-10	2	0	4	2	138	91	-3	-1.66666666666667	-1.51086956521739	+	2000	PROMOTER	AtoB
chr15	5200000	5300000	0.02465688026	-0.01951700381	-0.04417388407	chr15 5200000 5300000	chr15	5200000	5300000	0.02465688026	-0.01951700381	chr15	5243187	5245187	Ptger4	0.0231685459949683	0.971274452809324	2	5	4	0	162	113	2	-5	-1.42982456140351	+	2000	PROMOTER	AtoB
chr15	6200000	6300000	0.02465688026	-0.01951700381	-0.04417388407	chr15 6200000 6300000	chr15	6200000	6300000	0.02465688026	-0.01951700381	chr15	6298788	6300788	Dab2	-0.0611804779757228	0.19418084356697	4	2	5	9	9	13	-1.66666666666667	1.66666666666667	1.4	+	2000	PROMOTER	AtoB
chr15	6400000	6500000	0.02465688026	-0.01951700381	-0.04417388407	chr15 6400000 6500000	chr15	6400000	6500000	0.02465688026	-0.01951700381	chr15	6444327	6446327	C9	NA	NA	4	1	2	6	26	15	-2.5	2.33333333333333	-1.6875	+	2000	PROMOTER	AtoB
chr15	6500000	6600000	0.02465688026	-0.01951700381	-0.04417388407	chr15 6500000 6600000	chr15	6500000	6600000	0.02465688026	-0.01951700381	chr15	6578871	6580871	Fyb	-0.136061105501957	0.968520602723235	4	4	1	5	102	43	0	3	-2.34090909090909	+	2000	PROMOTER	AtoB
chr15	9100000	9200000	0.02545564045	-0.02068576058	-0.04614140103	chr15 9100000 9200000	chr15	9100000	9200000	0.02545564045	-0.02068576058	chr15	9139550	9141550	Lmbrd2	0.653855456781312	3.76050890382346e-55	6	4	5	1	221	149	-1.4	-3	-1.48	+	2000	PROMOTER	AtoB
chr15	9100000	9200000	0.02545564045	-0.02068576058	-0.04614140103	chr15 9100000 9200000	chr15	9100000	9200000	0.02545564045	-0.02068576058	chr15	9154425	9156425	Skp2	0.498554591606478	5.37348608061123e-22	4	2	3	2	47	13	-1.66666666666667	-1.33333333333333	-3.42857142857143	+	2000	PROMOTER	AtoB
chr15	9200000	9300000	0.02545564045	-0.02068576058	-0.04614140103	chr15 9200000 9300000	chr15	9200000	9300000	0.02545564045	-0.02068576058	chr15	9275888	9277888	Ugt3a1	0.274638674226631	0.664627906022612	3	1	0	2	9	13	-2	3	1.4	+	2000	PROMOTER	AtoB
chr15	9400000	9500000	0.02545564045	-0.02068576058	-0.04614140103	chr15 9400000 9500000	chr15	9400000	9500000	0.02545564045	-0.02068576058	chr15	9435028	9437028	Capsl	NA	NA	1	2	1	3	7	17	1.5	2	2.25	+	2000	PROMOTER	AtoB
chr15	9700000	9800000	0.02545564045	-0.02068576058	-0.04614140103	chr15 9700000 9800000	chr15	9700000	9800000	0.02545564045	-0.02068576058	chr15	9747868	9749868	Spef2	-1.13595023977383	NA	3	1	5	2	10	11	-2	-2	1.09090909090909	+	2000	PROMOTER	AtoB
chr15	10100000	10200000	0.02545564045	-0.02068576058	-0.04614140103	chr15 10100000 10200000	chr15	10100000	10200000	0.02545564045	-0.02068576058	chr15	10176238	10178238	Prlr	-3.42476732835103	0.000112204920515257	5	3	0	6	14	21	-1.5	7	1.46666666666667	+	2000	PROMOTER	AtoB
chr15	10300000	10400000	0.02545564045	-0.02068576058	-0.04614140103	chr15 10300000 10400000	chr15	10300000	10400000	0.02545564045	-0.02068576058	chr15	10357532	10359532	Agxt2	-0.992700927822145	NA	6	0	4	3	19	22	-7	-1.25	1.15	+	2000	PROMOTER	AtoB
chr15	12700000	12800000	0.04309940472	-0.04370744843	-0.08680685315	chr15 12700000 12800000	chr15	12700000	12800000	0.04309940472	-0.04370744843	chr15	12738924	12740924	Pdzd2	5.8793652862982	3.03061100183498e-236	4	3	2	5	67	68	-1.25	2	1.01470588235294	+	2000	PROMOTER	AtoB
chr15	12700000	12800000	0.04309940472	-0.04370744843	-0.08680685315	chr15 12700000 12800000	chr15	12700000	12800000	0.04309940472	-0.04370744843	chr15	12749000	12751000	Pdzd2	5.8793652862982	3.03061100183498e-236	7	1	3	3	19	21	-7	0	1.10526315789474	+	2000	ENHANCER	AtoB
chr15	12800000	12900000	0.04309940472	-0.04370744843	-0.08680685315	chr15 12800000 12900000	chr15	12800000	12900000	0.04309940472	-0.04370744843	chr15	12823815	12825815	Drosha	-0.170666077589239	6.46840782360015e-05	3	4	3	2	263	238	1.25	-1.33333333333333	-1.10460251046025	+	2000	PROMOTER	AtoB
chr15	16700000	16800000	0.04309940472	-0.04370744843	-0.08680685315	chr15 16700000 16800000	chr15	16700000	16800000	0.04309940472	-0.04370744843	chr15	16727756	16729756	Cdh9	NA	NA	1	2	3	4	10	13	1.5	1.25	1.27272727272727	+	2000	PROMOTER	AtoB
chr15	21100000	21200000	0.04309940472	-0.04370744843	-0.08680685315	chr15 21100000 21200000	chr15	21100000	21200000	0.04309940472	-0.04370744843	chr15	21109125	21111125	Cdh12	-0.331477887569045	NA	4	1	2	1	17	16	-2.5	-1.5	-1.05882352941176	+	2000	PROMOTER	AtoB
chr15	25400000	25500000	0.04309940472	-0.04370744843	-0.08680685315	chr15 25400000 25500000	chr15	25400000	25500000	0.04309940472	-0.04370744843	chr15	25412764	25414764	Basp1	-1.04906788078038	9.74453386733873e-43	3	5	4	3	114	61	1.5	-1.25	-1.85483870967742	+	2000	PROMOTER	AtoB
chr15	26800000	26900000	0.03499850625	-0.03501933472	-0.07001784097	chr15 26800000 26900000	chr15	26800000	26900000	0.03499850625	-0.03501933472	chr15	26894580	26896580	Fbxl7	-0.721983339213339	3.84207536725014e-13	2	5	8	1	280	237	2	-4.5	-1.18067226890756	+	2000	PROMOTER	AtoB
chr15	26900000	27000000	0.03499850625	-0.03501933472	-0.07001784097	chr15 26900000 27000000	chr15	26900000	27000000	0.03499850625	-0.03501933472	chr15	26953100	26955100	Fbxl7	-0.721983339213339	3.84207536725014e-13	3	4	1	2	34	25	1.33333333333333	2	-1.36	+	2000	ENHANCER	AtoB
chr15	27400000	27500000	0.03499850625	-0.03501933472	-0.07001784097	chr15 27400000 27500000	chr15	27400000	27500000	0.03499850625	-0.03501933472	chr15	27465677	27467677	Ank	0.544502177335313	4.55850927574224e-24	3	1	2	2	376	219	-2	0	-1.71363636363636	+	2000	PROMOTER	AtoB
chr15	27500000	27600000	0.03499850625	-0.03501933472	-0.07001784097	chr15 27500000 27600000	chr15	27500000	27600000	0.03499850625	-0.03501933472	chr15	27570494	27572494	Mir7117	NA	NA	2	6	5	3	11	33	2.33333333333333	-1.5	2.83333333333333	+	2000	PROMOTER	AtoB
chr15	27600000	27700000	0.03499850625	-0.03501933472	-0.07001784097	chr15 27600000 27700000	chr15	27600000	27700000	0.03499850625	-0.03501933472	chr15	27629693	27631693	Otulin	0.194550618066488	0.00508962727891664	5	6	2	1	241	232	1.16666666666667	-1.5	-1.03862660944206	+	2000	PROMOTER	AtoB
